Time (s),% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Vertices,% Vertex Fetch Stall,Avg Preemption Delay,Fragment Instructions / Second,Fragments Shaded / Second,Textures / Fragment,Vertex Instructions / Second,Vertices Shaded / Second,app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
12.55,19.20661735534668,29.999425888061523,2.766429901123047,0.3948102593421936,46.56262969970703,174428372992.0,1899381376.0,-1.0,1044036352.0,8573217.0,0.1237372756004333,266.0,48.0,7855.0,1.0,26.83304214477539,3633.0,1920.0,4.0,77.0,76.0,74.0,61.0,61.0,86.0,90.0,545.0,2.0,45.76340317726135,0.7897651195526123,2736.0,5.0,72.0,3.781702995300293
12.65,18.41292762756348,28.972814559936523,2.590398073196411,0.4396316409111023,79.5219497680664,183810260992.0,1921884032.0,-1.0,1083634816.0,9133744.0,0.1237372756004333,266.0,48.0,7855.0,1.0,26.83304214477539,3633.0,1920.0,4.0,77.0,76.0,74.0,61.0,61.0,86.0,90.0,545.0,2.0,45.76340317726135,0.7897651195526123,2736.0,5.0,72.0,3.781702995300293
12.75,18.36777687072754,29.55943489074707,2.55700945854187,0.4144406318664551,64.93885040283203,185010667520.0,1932811136.0,-1.0,1073107264.0,8930973.0,0.1237372756004333,266.0,48.0,7855.0,1.0,26.83304214477539,3633.0,1920.0,4.0,77.0,76.0,74.0,61.0,61.0,86.0,90.0,545.0,2.0,45.76340317726135,0.7897651195526123,2736.0,5.0,72.0,3.781702995300293
12.77,18.36777687072754,29.55943489074707,2.55700945854187,0.4144406318664551,64.93885040283203,185010667520.0,1932811136.0,-1.0,1073107264.0,8930973.0,0.170074850320816,105.0,2.0,6330.0,1.0,26.83304214477539,3633.0,1920.0,4.0,77.0,76.0,74.0,61.0,61.0,86.0,90.0,545.0,2.0,45.76340317726135,0.7897651195526123,2736.0,5.0,72.0,3.781702995300293
12.85,20.830575942993164,30.81637954711914,2.626775026321411,0.4896941184997558,6.4818220138549805,169871851520.0,1891126016.0,-1.0,981269056.0,7896750.0,0.170074850320816,105.0,2.0,6330.0,1.0,26.83304214477539,3633.0,1920.0,4.0,77.0,76.0,74.0,61.0,61.0,86.0,90.0,545.0,2.0,45.76340317726135,0.7897651195526123,2736.0,5.0,72.0,3.781702995300293
12.95,22.478132247924805,32.45914840698242,2.928529739379883,0.560295045375824,0.6381744742393494,159343509504.0,1873303808.0,-1.0,969873280.0,7622881.0,0.170074850320816,105.0,2.0,6330.0,1.0,26.83304214477539,3633.0,1920.0,4.0,77.0,76.0,74.0,61.0,61.0,86.0,90.0,545.0,2.0,45.76340317726135,0.7897651195526123,2736.0,5.0,72.0,3.781702995300293
13.01,22.478132247924805,32.45914840698242,2.928529739379883,0.560295045375824,0.6381744742393494,159343509504.0,1873303808.0,-1.0,969873280.0,7622881.0,0.345692366361618,387.0,41.0,11671.0,2.0,18.500904083251957,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,74.0,3.423633575439453
13.06,23.048145294189453,31.709789276123047,2.7733991146087646,0.5062761306762695,0.6886100769042969,159344721920.0,1874123776.0,-1.0,947777344.0,7424559.5,0.345692366361618,387.0,41.0,11671.0,2.0,18.500904083251957,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,74.0,3.423633575439453
13.16,23.04862594604492,31.690692901611328,2.768030405044556,0.5687388181686401,0.6557149291038513,159145721856.0,1871804672.0,-1.0,946628160.0,7415521.0,0.345692366361618,387.0,41.0,11671.0,2.0,18.500904083251957,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,74.0,3.423633575439453
13.26,23.030969619750977,32.47338104248047,2.771661758422852,0.554070770740509,0.6326770186424255,159102009344.0,1870494336.0,-1.0,946334720.0,7412877.0,0.345692366361618,387.0,41.0,11671.0,2.0,18.500904083251957,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,74.0,3.423633575439453
13.36,24.368839263916016,32.31147003173828,2.254221677780152,1.1502481698989868,0.6326770186424255,150842540032.0,1480261120.0,-1.0,816246336.0,5076871.0,0.345692366361618,387.0,41.0,11671.0,2.0,18.500904083251957,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,74.0,3.423633575439453
13.46,25.022743225097656,34.21415710449219,1.7778892517089844,2.890002012252808,0.6326770186424255,133947105280.0,692907712.0,-1.0,642339264.0,1180957.25,0.345692366361618,387.0,41.0,11671.0,2.0,18.500904083251957,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,74.0,3.423633575439453
13.55,25.022743225097656,34.21415710449219,1.7778892517089844,2.890002012252808,0.6326770186424255,133947105280.0,692907712.0,-1.0,642339264.0,1180957.25,22.06826400756836,266.0,48.0,7855.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
13.56,25.29332160949707,33.355499267578125,1.7927056550979614,2.8823888301849365,0.6326770186424255,133914796032.0,693474816.0,-1.0,642184320.0,1181031.0,22.06826400756836,266.0,48.0,7855.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
13.66,25.19907760620117,33.38655471801758,1.795467734336853,2.8972268104553223,0.6326770186424255,133939666944.0,693603648.0,-1.0,642303616.0,1181250.375,22.06826400756836,266.0,48.0,7855.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
13.76,24.97015953063965,34.23823928833008,1.7903937101364136,2.933683395385742,0.6326770186424255,133938626560.0,692863808.0,-1.0,642298624.0,1180882.5,22.06826400756836,266.0,48.0,7855.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
13.77,24.97015953063965,34.23823928833008,1.7903937101364136,2.933683395385742,0.6326770186424255,133938626560.0,692863808.0,-1.0,642298624.0,1180882.5,22.06826400756836,105.0,2.0,6330.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
13.86,25.39653587341309,33.37629318237305,1.7810099124908447,2.906949758529663,0.6326770186424255,133814493184.0,692955456.0,-1.0,641703360.0,1180146.375,22.06826400756836,105.0,2.0,6330.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
13.96,25.085060119628903,34.22414779663086,1.7814794778823853,2.9541015625,0.6326770186424255,133919653888.0,692765696.0,-1.0,642207680.0,1180715.375,22.06826400756836,105.0,2.0,6330.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
14.01,25.085060119628903,34.22414779663086,1.7814794778823853,2.9541015625,0.6326770186424255,133919653888.0,692765696.0,-1.0,642207680.0,1180715.375,22.06826400756836,387.0,41.0,11671.0,1.0,17.785358428955078,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,74.0,3.423633575439453
14.06,25.40220069885254,33.38145446777344,1.7779209613800049,2.914184093475342,0.6326770186424255,133970526208.0,693763456.0,-1.0,642451584.0,1181522.5,22.06826400756836,387.0,41.0,11671.0,1.0,17.785358428955078,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,74.0,3.423633575439453
14.16,25.29044532775879,33.37889862060547,1.777313232421875,2.8794972896575928,0.6326770186424255,133980192768.0,693813504.0,-1.0,642497984.0,1181607.75,22.06826400756836,387.0,41.0,11671.0,1.0,17.785358428955078,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,74.0,3.423633575439453
14.26,24.95054054260254,34.2155647277832,1.7976425886154177,2.9798505306243896,0.6326770186424255,133974073344.0,693047232.0,-1.0,642468608.0,1181195.125,22.06826400756836,387.0,41.0,11671.0,1.0,17.785358428955078,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,74.0,3.423633575439453
14.36,25.18701934814453,33.373287200927734,1.797023057937622,2.911989688873291,0.6326770186424255,133905694720.0,693427712.0,-1.0,642140736.0,1180950.75,22.06826400756836,387.0,41.0,11671.0,1.0,17.785358428955078,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,74.0,3.423633575439453
14.46,24.80366897583008,34.217498779296875,1.8354787826538088,2.961621761322021,0.6326770186424255,133879275520.0,692540160.0,-1.0,660091648.0,1214428.125,22.06826400756836,387.0,41.0,11671.0,1.0,17.785358428955078,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,74.0,3.423633575439453
14.54,24.80366897583008,34.217498779296875,1.8354787826538088,2.961621761322021,0.6326770186424255,133879275520.0,692540160.0,-1.0,660091648.0,1214428.125,22.06826400756836,266.0,48.0,7855.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
14.56,25.351476669311523,33.417842864990234,1.782407522201538,2.914294481277466,0.6326770186424255,136046796800.0,704512576.0,-1.0,643205184.0,1181879.5,22.06826400756836,266.0,48.0,7855.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
14.66,25.31330680847168,33.409202575683594,1.7726119756698608,2.85041880607605,0.6326770186424255,135712890880.0,702785984.0,-1.0,641701376.0,1180321.875,22.06826400756836,266.0,48.0,7855.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
14.76,24.96407699584961,34.20000457763672,1.8466172218322756,2.961089849472046,0.6326770186424255,134495297536.0,695701760.0,-1.0,663695168.0,1221492.75,22.06826400756836,266.0,48.0,7855.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
14.77,24.96407699584961,34.20000457763672,1.8466172218322756,2.961089849472046,0.6326770186424255,134495297536.0,695701760.0,-1.0,663695168.0,1221492.75,22.06826400756836,105.0,2.0,6330.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
14.86,25.40414047241211,33.37528610229492,1.7762162685394287,2.838829040527344,0.6326770186424255,136426110976.0,706530048.0,-1.0,648538688.0,1191216.375,22.06826400756836,105.0,2.0,6330.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
14.96,25.151634216308597,34.226253509521484,1.7596724033355713,2.785198926925659,0.6326770186424255,135961198592.0,703343616.0,-1.0,642160384.0,1180628.375,22.06826400756836,105.0,2.0,6330.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
15.01,25.151634216308597,34.226253509521484,1.7596724033355713,2.785198926925659,0.6326770186424255,135961198592.0,703343616.0,-1.0,642160384.0,1180628.375,0.0090239336714148,387.0,41.0,11671.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
15.06,25.26357078552246,33.3704833984375,1.7856098413467407,2.927896499633789,0.6326770186424255,134471811072.0,696362112.0,-1.0,641793856.0,1180492.0,0.0090239336714148,387.0,41.0,11671.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
15.16,25.23339462280273,33.37137985229492,1.7838406562805176,2.891331672668457,0.6326770186424255,133911527424.0,693457920.0,-1.0,642168704.0,1181002.25,0.0090239336714148,387.0,41.0,11671.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
15.26,24.892797470092773,34.22529983520508,1.8231457471847532,3.0759944915771484,0.6326770186424255,135411990528.0,700447488.0,-1.0,663071616.0,1218953.125,0.0090239336714148,387.0,41.0,11671.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
15.37,25.197248458862305,33.4082145690918,1.7530255317687988,2.832197904586792,0.6326770186424255,136519434240.0,706934528.0,-1.0,642048128.0,1180780.5,0.0090239336714148,387.0,41.0,11671.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
15.47,21.647449493408203,32.43598556518555,1.9789420366287231,1.18657648563385,96.27400207519533,152045731840.0,1105427072.0,-1.0,739901824.0,3801568.5,0.0090239336714148,387.0,41.0,11671.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
15.57,19.89193344116211,30.093650817871094,2.087779998779297,0.2734507918357849,19.323881149291992,165002559488.0,1428132096.0,-1.0,801994688.0,5683202.5,0.0090239336714148,263.0,48.0,7855.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
15.67,20.46285057067871,29.61079216003418,2.087252616882324,0.3671795427799225,81.77983093261719,164781899776.0,1426481536.0,-1.0,801147776.0,5675713.0,0.0090239336714148,263.0,48.0,7855.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
15.77,20.478290557861328,30.222076416015625,2.0877277851104736,0.4434961080551147,132.7701873779297,164806918144.0,1425963008.0,-1.0,801298048.0,5676207.0,0.0228113420307636,105.0,2.0,6330.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
15.87,19.91961479187012,29.5978946685791,2.0882768630981445,0.2593851685523987,57.37885284423828,164658429952.0,1425215232.0,-1.0,800279936.0,5671114.0,0.0228113420307636,105.0,2.0,6330.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
15.97,19.19873046875,30.294771194458008,2.086023569107056,0.273556113243103,52.77431106567383,164663640064.0,1424375296.0,-1.0,800115584.0,5672042.0,0.0228113420307636,105.0,2.0,6330.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,63.0,3.423633575439453
16.01,19.19873046875,30.294771194458008,2.086023569107056,0.273556113243103,52.77431106567383,164663640064.0,1424375296.0,-1.0,800115584.0,5672042.0,0.0090239336714148,387.0,41.0,11671.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
16.07,19.893726348876957,29.63140106201172,2.087196111679077,0.3610054552555084,88.95006561279297,164786372608.0,1426391296.0,-1.0,800878144.0,5675353.5,0.0090239336714148,387.0,41.0,11671.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
16.17,19.98938751220703,29.6747989654541,2.0860841274261475,0.3582849204540252,87.55791473388672,164801380352.0,1426745856.0,-1.0,801206336.0,5678274.0,0.0090239336714148,387.0,41.0,11671.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
16.27,20.01659202575684,30.315603256225582,2.088761568069458,0.4002225995063782,94.3887939453125,164468293632.0,1423233408.0,-1.0,799776064.0,5667987.5,0.0090239336714148,387.0,41.0,11671.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
16.37,20.215316772460938,29.642099380493164,2.089427947998047,0.2012653201818466,99.18661499023438,164511481856.0,1424275328.0,-1.0,799823168.0,5666037.0,0.0090239336714148,387.0,41.0,11671.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
16.47,19.75328063964844,30.282331466674805,2.086409568786621,0.2729732692241668,84.7591781616211,164745543680.0,1425579264.0,-1.0,800983040.0,5675328.0,0.0090239336714148,387.0,41.0,11671.0,1.0,24.780351638793945,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
16.54,19.75328063964844,30.282331466674805,2.086409568786621,0.2729732692241668,84.7591781616211,164745543680.0,1425579264.0,-1.0,800983040.0,5675328.0,0.0090239336714148,263.0,48.0,7855.0,1.0,22.699392318725582,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,75.0,3.423633575439453
16.57,19.37799453735352,29.666730880737305,2.084807872772217,0.200108915567398,89.26708984375,164729618432.0,1426137600.0,-1.0,800994560.0,5681874.5,0.0090239336714148,263.0,48.0,7855.0,1.0,22.699392318725582,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,75.0,3.423633575439453
16.67,19.16276359558105,29.651206970214844,2.084436655044556,0.3137458264827728,105.0635757446289,164470702080.0,1423888512.0,-1.0,799557888.0,5672873.5,0.0090239336714148,263.0,48.0,7855.0,1.0,22.699392318725582,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,75.0,3.423633575439453
16.77,19.40464210510254,30.298587799072266,2.084230899810791,0.1897641867399215,112.04471588134766,164498997248.0,1423359488.0,-1.0,799771840.0,5672172.5,0.0090239336714148,105.0,2.0,6330.0,1.0,22.699392318725582,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,75.0,3.423633575439453
16.87,19.56054306030273,29.64373207092285,2.1066012382507324,0.2274210304021835,120.68976593017578,167967555584.0,1453547776.0,-1.0,824200576.0,5835517.0,0.0090239336714148,105.0,2.0,6330.0,1.0,22.699392318725582,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,75.0,3.423633575439453
16.97,23.84475517272949,33.61367416381836,1.848278522491455,2.280312776565552,160.3536376953125,139387371520.0,837109312.0,-1.0,666070720.0,1940354.125,0.0090239336714148,105.0,2.0,6330.0,1.0,22.699392318725582,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,75.0,3.423633575439453
17.01,23.84475517272949,33.61367416381836,1.848278522491455,2.280312776565552,160.3536376953125,139387371520.0,837109312.0,-1.0,666070720.0,1940354.125,0.0090239336714148,387.0,41.0,11671.0,1.0,22.699392318725582,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
17.07,25.09412384033203,33.41907501220703,1.7697635889053345,2.86142897605896,160.3536376953125,135610777600.0,702275392.0,-1.0,641760896.0,1180431.375,0.0090239336714148,387.0,41.0,11671.0,1.0,22.699392318725582,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
17.17,23.586271286010746,32.837337493896484,1.8822154998779297,2.193354368209839,1.9342951774597168,141642301440.0,825346496.0,-1.0,693081600.0,2090517.625,0.0090239336714148,387.0,41.0,11671.0,1.0,22.699392318725582,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
17.27,19.27568817138672,30.68366432189941,2.085312366485596,0.3100127577781677,117.53475952148438,167852097536.0,1453546240.0,-1.0,814366464.0,5770704.5,0.0090239336714148,387.0,41.0,11671.0,1.0,22.699392318725582,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
17.38,19.381959915161133,29.665918350219727,2.0792043209075928,0.2803024351596832,103.29107666015624,165545738240.0,1434726272.0,-1.0,800830720.0,5681774.5,0.0090239336714148,387.0,41.0,11671.0,1.0,22.699392318725582,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
17.48,19.107837677001957,30.274494171142575,2.0869181156158447,0.3160479366779327,123.44537353515624,165544706048.0,1430044672.0,-1.0,805710208.0,5743629.5,0.0090239336714148,387.0,41.0,11671.0,1.0,22.699392318725582,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
17.54,19.107837677001957,30.274494171142575,2.0869181156158447,0.3160479366779327,123.44537353515624,165544706048.0,1430044672.0,-1.0,805710208.0,5743629.5,0.0568139478564262,263.0,48.0,7855.0,1.0,26.641281127929688,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
17.58,19.535303115844727,30.083404541015625,2.111891984939575,0.3829984068870544,94.9432373046875,166736412672.0,1445425664.0,-1.0,820076544.0,5785403.5,0.0568139478564262,263.0,48.0,7855.0,1.0,26.641281127929688,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
17.68,23.184619903564453,32.345699310302734,1.861668586730957,1.6680715084075928,135.86473083496094,146497814528.0,958865152.0,-1.0,690497856.0,2607608.5,0.0568139478564262,263.0,48.0,7855.0,1.0,26.641281127929688,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
17.77,23.184619903564453,32.345699310302734,1.861668586730957,1.6680715084075928,135.86473083496094,146497814528.0,958865152.0,-1.0,690497856.0,2607608.5,0.0568139478564262,105.0,2.0,6330.0,1.0,26.641281127929688,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
17.78,24.852956771850582,34.23674392700195,1.7869906425476074,2.8560266494750977,135.86473083496094,133853208576.0,692421952.0,-1.0,641889024.0,1180308.625,0.0568139478564262,105.0,2.0,6330.0,1.0,26.641281127929688,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
17.88,25.217208862304688,33.390750885009766,1.7907497882843018,2.868168592453003,135.86473083496094,133870698496.0,693246528.0,-1.0,641972864.0,1180642.125,0.0568139478564262,105.0,2.0,6330.0,1.0,26.641281127929688,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
17.98,25.07941055297852,33.39643859863281,1.7928563356399536,2.8634910583496094,135.86473083496094,133807972352.0,692921664.0,-1.0,641672064.0,1180088.875,0.0568139478564262,105.0,2.0,6330.0,1.0,26.641281127929688,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
18.01,25.07941055297852,33.39643859863281,1.7928563356399536,2.8634910583496094,135.86473083496094,133807972352.0,692921664.0,-1.0,641672064.0,1180088.875,0.0090239336714148,387.0,41.0,11671.0,1.0,26.641281127929688,3633.0,1920.0,4.0,71.0,71.0,69.0,46.0,87.0,67.0,90.0,545.0,2.0,38.33936154842377,0.7834023237228394,2736.0,5.0,70.0,3.423633575439453
