Time (s),% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Vertices,% Vertex Fetch Stall,Avg Preemption Delay,Fragment Instructions / Second,Fragments Shaded / Second,Textures / Fragment,Vertex Instructions / Second,Vertices Shaded / Second,app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
1.77,23.379070281982425,23.06269645690918,6.630802631378174,1.012934923171997,0.6675021052360535,96102006784.0,1624867968.0,-1.0,1741231872.0,11610306.0,0.240988090634346,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,56.0,54.0,59.0,43.0,42.0,32.0,90.0,545.0,2.0,23.70237410068512,0.6756476759910583,2736.0,5.0,1.0,2.299856185913086
1.79,22.761327743530277,23.41358757019043,6.418669700622559,0.9867120981216432,0.582014799118042,96157982720.0,1625045120.0,-1.0,1719505536.0,11417027.0,0.240988090634346,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,56.0,54.0,59.0,43.0,42.0,32.0,90.0,545.0,2.0,23.70237410068512,0.6756476759910583,2736.0,5.0,1.0,2.299856185913086
1.89,23.65516471862793,23.091522216796875,6.429107189178467,1.041050910949707,0.6045933365821838,96101392384.0,1624845312.0,-1.0,1718442880.0,11409879.0,0.240988090634346,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,56.0,54.0,59.0,43.0,42.0,32.0,90.0,545.0,2.0,23.70237410068512,0.6756476759910583,2736.0,5.0,1.0,2.299856185913086
1.99,23.08376693725586,22.821537017822266,6.426952838897705,0.9960231184959412,32.2535514831543,96144130048.0,1625543936.0,-1.0,1719269120.0,11418820.0,0.240988090634346,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,56.0,54.0,59.0,43.0,42.0,32.0,90.0,545.0,2.0,23.70237410068512,0.6756476759910583,2736.0,5.0,1.0,2.299856185913086
2.0,23.08376693725586,22.821537017822266,6.426952838897705,0.9960231184959412,32.2535514831543,96144130048.0,1625543936.0,-1.0,1719269120.0,11418820.0,1.4978315830230713,999.0,405.0,12091.0,7.0,17.366884231567383,3178.0,1920.0,3.0,56.0,57.0,61.0,50.0,37.0,45.0,90.0,545.0,2.0,24.119862914085388,0.6756476759910583,2736.0,5.0,76.0,2.233346462249756
2.09,22.16847801208496,23.41387939453125,6.647295475006104,0.9808721542358398,0.6590704321861267,96111550464.0,1624228736.0,-1.0,1740664192.0,11609417.0,1.4978315830230713,999.0,405.0,12091.0,7.0,17.366884231567383,3178.0,1920.0,3.0,56.0,57.0,61.0,50.0,37.0,45.0,90.0,545.0,2.0,24.119862914085388,0.6756476759910583,2736.0,5.0,76.0,2.233346462249756
2.19,24.59661674499512,22.356653213500977,6.37999153137207,1.0664293766021729,15.983880996704102,96131694592.0,1625353216.0,-1.0,1718979840.0,11416297.0,1.4978315830230713,999.0,405.0,12091.0,7.0,17.366884231567383,3178.0,1920.0,3.0,56.0,57.0,61.0,50.0,37.0,45.0,90.0,545.0,2.0,24.119862914085388,0.6756476759910583,2736.0,5.0,76.0,2.233346462249756
2.29,23.7305965423584,23.07215690612793,6.375752925872803,1.0080221891403198,0.7376213073730469,96142155776.0,1624782464.0,-1.0,1719104256.0,11414791.0,1.4978315830230713,999.0,405.0,12091.0,7.0,17.366884231567383,3178.0,1920.0,3.0,56.0,57.0,61.0,50.0,37.0,45.0,90.0,545.0,2.0,24.119862914085388,0.6756476759910583,2736.0,5.0,76.0,2.233346462249756
2.39,23.60523796081543,22.98508071899414,6.405517101287842,1.0465809106826782,0.6201976537704468,96113852416.0,1625032576.0,-1.0,1718605824.0,11411935.0,1.4978315830230713,999.0,405.0,12091.0,7.0,17.366884231567383,3178.0,1920.0,3.0,56.0,57.0,61.0,50.0,37.0,45.0,90.0,545.0,2.0,24.119862914085388,0.6756476759910583,2736.0,5.0,76.0,2.233346462249756
2.49,22.469650268554688,23.17508125305176,6.643359661102295,0.9648017287254332,0.701659083366394,96124256256.0,1625190400.0,-1.0,1740945152.0,11611679.0,1.4978315830230713,999.0,405.0,12091.0,7.0,17.366884231567383,3178.0,1920.0,3.0,56.0,57.0,61.0,50.0,37.0,45.0,90.0,545.0,2.0,24.119862914085388,0.6756476759910583,2736.0,5.0,76.0,2.233346462249756
2.54,22.469650268554688,23.17508125305176,6.643359661102295,0.9648017287254332,0.701659083366394,96124256256.0,1625190400.0,-1.0,1740945152.0,11611679.0,1.4978315830230713,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,56.0,57.0,61.0,50.0,37.0,45.0,90.0,545.0,2.0,24.119862914085388,0.6756476759910583,2736.0,5.0,1.0,2.233346462249756
2.59,23.25463485717773,23.40242576599121,6.439151763916016,0.9768651127815248,0.5783612132072449,96128679936.0,1624605440.0,-1.0,1722864896.0,11455870.0,1.4978315830230713,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,56.0,57.0,61.0,50.0,37.0,45.0,90.0,545.0,2.0,24.119862914085388,0.6756476759910583,2736.0,5.0,1.0,2.233346462249756
2.69,22.706933975219727,22.924753189086918,6.381476402282715,0.9738104939460754,26.373828887939453,99323576320.0,1677700480.0,-1.0,1769913600.0,11742417.0,1.4978315830230713,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,56.0,57.0,61.0,50.0,37.0,45.0,90.0,545.0,2.0,24.119862914085388,0.6756476759910583,2736.0,5.0,1.0,2.233346462249756
2.77,22.706933975219727,22.924753189086918,6.381476402282715,0.9738104939460754,26.373828887939453,99323576320.0,1677700480.0,-1.0,1769913600.0,11742417.0,0.2952985167503357,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,56.0,57.0,61.0,50.0,37.0,45.0,90.0,545.0,2.0,24.119862914085388,0.6756476759910583,2736.0,5.0,1.0,2.233346462249756
2.79,22.08076858520508,23.684480667114254,6.828604221343994,1.0058376789093018,0.6189811825752258,96305930240.0,1625092480.0,-1.0,1799750912.0,12054450.0,0.2952985167503357,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,56.0,57.0,61.0,50.0,37.0,45.0,90.0,545.0,2.0,24.119862914085388,0.6756476759910583,2736.0,5.0,1.0,2.233346462249756
2.89,23.83138465881348,23.533496856689453,6.3262481689453125,0.9721416234970092,19.708215713500977,98147819520.0,1658303360.0,-1.0,1736667008.0,11471332.0,0.2952985167503357,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,56.0,57.0,61.0,50.0,37.0,45.0,90.0,545.0,2.0,24.119862914085388,0.6756476759910583,2736.0,5.0,1.0,2.233346462249756
3.0,23.983545303344727,23.47062873840332,6.473869323730469,1.140099048614502,0.6770757436752319,94020132864.0,1585218304.0,-1.0,1702346240.0,11341086.0,1.3245049715042114,999.0,405.0,12091.0,7.0,17.783966064453125,3178.0,1920.0,3.0,55.0,51.0,58.0,30.0,48.0,31.0,90.0,545.0,2.0,23.566211760044094,0.6756476759910583,2736.0,5.0,73.0,2.22236967086792
3.1,22.49658203125,23.74473190307617,6.581732749938965,1.251832127571106,0.6385380625724792,97453899776.0,1645414400.0,-1.0,1750792320.0,11640860.0,1.3245049715042114,999.0,405.0,12091.0,7.0,17.783966064453125,3178.0,1920.0,3.0,55.0,51.0,58.0,30.0,48.0,31.0,90.0,545.0,2.0,23.566211760044094,0.6756476759910583,2736.0,5.0,73.0,2.22236967086792
3.2,23.96310806274414,23.28323554992676,6.3654866218566895,1.3827687501907349,0.607352614402771,96438075392.0,1632970880.0,-1.0,1710470272.0,11372768.0,1.3245049715042114,999.0,405.0,12091.0,7.0,17.783966064453125,3178.0,1920.0,3.0,55.0,51.0,58.0,30.0,48.0,31.0,90.0,545.0,2.0,23.566211760044094,0.6756476759910583,2736.0,5.0,73.0,2.22236967086792
3.3,23.469764709472656,23.939266204833984,6.457858562469482,1.333832859992981,16.70451545715332,95161720832.0,1606041216.0,-1.0,1711606016.0,11380674.0,1.3245049715042114,999.0,405.0,12091.0,7.0,17.783966064453125,3178.0,1920.0,3.0,55.0,51.0,58.0,30.0,48.0,31.0,90.0,545.0,2.0,23.566211760044094,0.6756476759910583,2736.0,5.0,73.0,2.22236967086792
3.4,23.89768409729004,23.52631950378418,6.516820430755615,1.3799737691879272,0.6154841184616089,95017680896.0,1604418048.0,-1.0,1725916928.0,11496187.0,1.3245049715042114,999.0,405.0,12091.0,7.0,17.783966064453125,3178.0,1920.0,3.0,55.0,51.0,58.0,30.0,48.0,31.0,90.0,545.0,2.0,23.566211760044094,0.6756476759910583,2736.0,5.0,73.0,2.22236967086792
3.5,22.67213249206543,23.594039916992188,6.660242080688477,1.378505825996399,0.6129789352416992,97023131648.0,1635464832.0,-1.0,1764039552.0,11756370.0,1.3245049715042114,999.0,405.0,12091.0,7.0,17.783966064453125,3178.0,1920.0,3.0,55.0,51.0,58.0,30.0,48.0,31.0,90.0,545.0,2.0,23.566211760044094,0.6756476759910583,2736.0,5.0,73.0,2.22236967086792
3.54,22.67213249206543,23.594039916992188,6.660242080688477,1.378505825996399,0.6129789352416992,97023131648.0,1635464832.0,-1.0,1764039552.0,11756370.0,1.3245049715042114,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,55.0,51.0,58.0,30.0,48.0,31.0,90.0,545.0,2.0,23.566211760044094,0.6756476759910583,2736.0,5.0,1.0,2.22236967086792
3.6,23.489410400390625,23.713069915771484,6.386955261230469,1.2184966802597046,23.2132625579834,96341573632.0,1628463616.0,-1.0,1712587904.0,11385859.0,1.3245049715042114,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,55.0,51.0,58.0,30.0,48.0,31.0,90.0,545.0,2.0,23.566211760044094,0.6756476759910583,2736.0,5.0,1.0,2.22236967086792
3.7,23.886791229248047,23.52066993713379,6.466564655303955,1.124563455581665,0.6073542237281799,95324340224.0,1609899520.0,-1.0,1712952960.0,11385999.0,1.3245049715042114,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,55.0,51.0,58.0,30.0,48.0,31.0,90.0,545.0,2.0,23.566211760044094,0.6756476759910583,2736.0,5.0,1.0,2.22236967086792
3.77,23.886791229248047,23.52066993713379,6.466564655303955,1.124563455581665,0.6073542237281799,95324340224.0,1609899520.0,-1.0,1712952960.0,11385999.0,0.273604542016983,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,55.0,51.0,58.0,30.0,48.0,31.0,90.0,545.0,2.0,23.566211760044094,0.6756476759910583,2736.0,5.0,1.0,2.22236967086792
3.8,23.88334274291992,23.93800926208496,6.451970100402832,1.1349942684173584,0.6137629151344299,95350464512.0,1609685888.0,-1.0,1712987264.0,11385874.0,0.273604542016983,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,55.0,51.0,58.0,30.0,48.0,31.0,90.0,545.0,2.0,23.566211760044094,0.6756476759910583,2736.0,5.0,1.0,2.22236967086792
3.9,22.530366897583008,23.64232063293457,6.6816840171813965,1.0819532871246338,0.6122352480888367,95251300352.0,1608724352.0,-1.0,1733096832.0,11572109.0,0.273604542016983,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,55.0,51.0,58.0,30.0,48.0,31.0,90.0,545.0,2.0,23.566211760044094,0.6756476759910583,2736.0,5.0,1.0,2.22236967086792
4.0,25.28597450256348,22.73402976989746,6.341094970703125,1.0527687072753906,21.3366813659668,95318032384.0,1609837440.0,-1.0,1712908544.0,11386191.0,1.3048142194747925,999.0,405.0,12091.0,7.0,18.001062393188477,3178.0,1920.0,3.0,52.0,53.0,58.0,23.0,59.0,33.0,90.0,545.0,2.0,23.121841251850128,0.6756476759910583,2736.0,5.0,77.0,2.183985710144043
4.1,24.00271987915039,23.64553642272949,6.416462421417236,1.0487316846847534,0.6358014941215515,95340339200.0,1609503616.0,-1.0,1713196800.0,11386721.0,1.3048142194747925,999.0,405.0,12091.0,7.0,18.001062393188477,3178.0,1920.0,3.0,52.0,53.0,58.0,23.0,59.0,33.0,90.0,545.0,2.0,23.121841251850128,0.6756476759910583,2736.0,5.0,77.0,2.183985710144043
4.2,23.989273071289062,23.385692596435547,6.433022975921631,1.0742437839508057,0.6183597445487976,95357665280.0,1610558720.0,-1.0,1713333760.0,11387801.0,1.3048142194747925,999.0,405.0,12091.0,7.0,18.001062393188477,3178.0,1920.0,3.0,52.0,53.0,58.0,23.0,59.0,33.0,90.0,545.0,2.0,23.121841251850128,0.6756476759910583,2736.0,5.0,77.0,2.183985710144043
4.3,22.31282997131348,23.854799270629883,6.675267219543457,1.045029878616333,0.6330412030220032,95384592384.0,1610293376.0,-1.0,1735599488.0,11587610.0,1.3048142194747925,999.0,405.0,12091.0,7.0,18.001062393188477,3178.0,1920.0,3.0,52.0,53.0,58.0,23.0,59.0,33.0,90.0,545.0,2.0,23.121841251850128,0.6756476759910583,2736.0,5.0,77.0,2.183985710144043
4.4,23.83138084411621,23.351947784423828,6.426977157592773,1.178126573562622,20.70486068725586,95383445504.0,1611043584.0,-1.0,1713378560.0,11389442.0,1.3048142194747925,999.0,405.0,12091.0,7.0,18.001062393188477,3178.0,1920.0,3.0,52.0,53.0,58.0,23.0,59.0,33.0,90.0,545.0,2.0,23.121841251850128,0.6756476759910583,2736.0,5.0,77.0,2.183985710144043
4.5,23.898193359375,23.4501953125,6.438544750213623,1.153850555419922,0.6520441770553589,95404818432.0,1611414656.0,-1.0,1713518848.0,11388783.0,1.3048142194747925,999.0,405.0,12091.0,7.0,18.001062393188477,3178.0,1920.0,3.0,52.0,53.0,58.0,23.0,59.0,33.0,90.0,545.0,2.0,23.121841251850128,0.6756476759910583,2736.0,5.0,77.0,2.183985710144043
4.54,23.898193359375,23.4501953125,6.438544750213623,1.153850555419922,0.6520441770553589,95404818432.0,1611414656.0,-1.0,1713518848.0,11388783.0,1.3048142194747925,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,52.0,53.0,58.0,23.0,59.0,33.0,90.0,545.0,2.0,23.121841251850128,0.6756476759910583,2736.0,5.0,1.0,2.183985710144043
4.6,23.63360977172852,23.850460052490234,6.642983913421631,1.116122126579285,0.6733193397521973,95240642560.0,1607935872.0,-1.0,1732701184.0,11565840.0,1.3048142194747925,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,52.0,53.0,58.0,23.0,59.0,33.0,90.0,545.0,2.0,23.121841251850128,0.6756476759910583,2736.0,5.0,1.0,2.183985710144043
4.7,23.030900955200195,23.37311553955078,6.425518989562988,1.0677119493484497,0.6524906754493713,95302647808.0,1609701504.0,-1.0,1711202304.0,11375121.0,1.3048142194747925,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,52.0,53.0,58.0,23.0,59.0,33.0,90.0,545.0,2.0,23.121841251850128,0.6756476759910583,2736.0,5.0,1.0,2.183985710144043
4.77,23.030900955200195,23.37311553955078,6.425518989562988,1.0677119493484497,0.6524906754493713,95302647808.0,1609701504.0,-1.0,1711202304.0,11375121.0,0.2969524264335632,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,52.0,53.0,58.0,23.0,59.0,33.0,90.0,545.0,2.0,23.121841251850128,0.6756476759910583,2736.0,5.0,1.0,2.183985710144043
4.8,24.073604583740234,23.816802978515625,6.42112398147583,1.0577704906463623,0.6183639764785767,95359557632.0,1609960576.0,-1.0,1712307072.0,11380962.0,0.2969524264335632,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,52.0,53.0,58.0,23.0,59.0,33.0,90.0,545.0,2.0,23.121841251850128,0.6756476759910583,2736.0,5.0,1.0,2.183985710144043
4.9,24.15030288696289,23.393983840942383,6.42572021484375,1.063146948814392,0.6079483032226562,95413698560.0,1611590656.0,-1.0,1713177600.0,11387201.0,0.2969524264335632,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,52.0,53.0,58.0,23.0,59.0,33.0,90.0,545.0,2.0,23.121841251850128,0.6756476759910583,2736.0,5.0,1.0,2.183985710144043
5.0,24.037446975708008,23.446311950683597,6.43951940536499,1.0743526220321655,0.6067365407943726,95347195904.0,1610500224.0,-1.0,1711997696.0,11378765.0,1.274972438812256,999.0,405.0,12091.0,7.0,17.415729522705078,3178.0,1920.0,3.0,61.0,59.0,66.0,40.0,50.0,25.0,90.0,545.0,2.0,23.027323186397552,0.6756476759910583,2736.0,5.0,76.0,2.199038028717041
5.1,21.874439239501957,23.89566993713379,6.671144008636475,1.0502948760986328,20.32751846313477,95374008320.0,1610206080.0,-1.0,1734329600.0,11581804.0,1.274972438812256,999.0,405.0,12091.0,7.0,17.415729522705078,3178.0,1920.0,3.0,61.0,59.0,66.0,40.0,50.0,25.0,90.0,545.0,2.0,23.027323186397552,0.6756476759910583,2736.0,5.0,76.0,2.199038028717041
5.2,23.844709396362305,23.417558670043945,6.440128326416016,1.1241302490234375,0.6275265216827393,95094562816.0,1606273280.0,-1.0,1707302144.0,11347717.0,1.274972438812256,999.0,405.0,12091.0,7.0,17.415729522705078,3178.0,1920.0,3.0,61.0,59.0,66.0,40.0,50.0,25.0,90.0,545.0,2.0,23.027323186397552,0.6756476759910583,2736.0,5.0,76.0,2.199038028717041
5.31,22.3475284576416,23.512449264526367,6.303123950958252,1.047189235687256,11.104836463928224,98385649664.0,1659200256.0,-1.0,1743424640.0,11637675.0,1.274972438812256,999.0,405.0,12091.0,7.0,17.415729522705078,3178.0,1920.0,3.0,61.0,59.0,66.0,40.0,50.0,25.0,90.0,545.0,2.0,23.027323186397552,0.6756476759910583,2736.0,5.0,76.0,2.199038028717041
5.41,21.96735954284668,22.538375854492188,6.483278274536133,0.978063702583313,20.95514678955078,97608425472.0,1702027904.0,-1.0,1742409088.0,11697412.0,1.274972438812256,999.0,405.0,12091.0,7.0,17.415729522705078,3178.0,1920.0,3.0,61.0,59.0,66.0,40.0,50.0,25.0,90.0,545.0,2.0,23.027323186397552,0.6756476759910583,2736.0,5.0,76.0,2.199038028717041
5.51,23.06099510192871,23.27949905395508,6.316297054290772,1.0572618246078491,12.15837287902832,97520656384.0,1647800576.0,-1.0,1717928064.0,11409861.0,1.274972438812256,999.0,405.0,12091.0,7.0,17.415729522705078,3178.0,1920.0,3.0,61.0,59.0,66.0,40.0,50.0,25.0,90.0,545.0,2.0,23.027323186397552,0.6756476759910583,2736.0,5.0,76.0,2.199038028717041
5.54,23.06099510192871,23.27949905395508,6.316297054290772,1.0572618246078491,12.15837287902832,97520656384.0,1647800576.0,-1.0,1717928064.0,11409861.0,1.274972438812256,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,61.0,59.0,66.0,40.0,50.0,25.0,90.0,545.0,2.0,23.027323186397552,0.6756476759910583,2736.0,5.0,1.0,2.199038028717041
5.61,23.46560478210449,23.79976272583008,6.439795970916748,1.182261943817139,0.6384893655776978,96883818496.0,1610499968.0,-1.0,1743868416.0,11540877.0,1.274972438812256,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,61.0,59.0,66.0,40.0,50.0,25.0,90.0,545.0,2.0,23.027323186397552,0.6756476759910583,2736.0,5.0,1.0,2.199038028717041
5.71,23.43854141235352,23.56488609313965,6.074920177459717,1.119166135787964,0.6046569347381592,102022381568.0,1643899392.0,-1.0,1721875968.0,11240472.0,1.274972438812256,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,61.0,59.0,66.0,40.0,50.0,25.0,90.0,545.0,2.0,23.027323186397552,0.6756476759910583,2736.0,5.0,1.0,2.199038028717041
5.78,23.43854141235352,23.56488609313965,6.074920177459717,1.119166135787964,0.6046569347381592,102022381568.0,1643899392.0,-1.0,1721875968.0,11240472.0,0.3102712631225586,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,61.0,59.0,66.0,40.0,50.0,25.0,90.0,545.0,2.0,23.027323186397552,0.6756476759910583,2736.0,5.0,1.0,2.199038028717041
5.81,22.233322143554688,23.89822769165039,6.230230808258057,1.043008804321289,0.6287192106246948,101682716672.0,1650508416.0,-1.0,1721443072.0,11301597.0,0.3102712631225586,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,61.0,59.0,66.0,40.0,50.0,25.0,90.0,545.0,2.0,23.027323186397552,0.6756476759910583,2736.0,5.0,1.0,2.199038028717041
5.91,23.25854110717773,23.58174133300781,6.056660175323486,1.0682880878448486,0.6110509037971497,100095836160.0,1618797824.0,-1.0,1685952640.0,11015923.0,0.3102712631225586,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,61.0,59.0,66.0,40.0,50.0,25.0,90.0,545.0,2.0,23.027323186397552,0.6756476759910583,2736.0,5.0,1.0,2.199038028717041
6.0,23.25854110717773,23.58174133300781,6.056660175323486,1.0682880878448486,0.6110509037971497,100095836160.0,1618797824.0,-1.0,1685952640.0,11015923.0,1.3268996477127075,999.0,405.0,12091.0,7.0,17.503501892089844,3178.0,1920.0,3.0,54.0,53.0,59.0,22.0,62.0,16.0,90.0,545.0,2.0,23.247769474983212,0.6756476759910583,2736.0,5.0,75.0,2.210843563079834
6.01,23.36976623535156,23.4659423828125,6.089781284332275,1.0663142204284668,28.19684410095215,99440943104.0,1612406144.0,-1.0,1689879296.0,11064727.0,1.3268996477127075,999.0,405.0,12091.0,7.0,17.503501892089844,3178.0,1920.0,3.0,54.0,53.0,59.0,22.0,62.0,16.0,90.0,545.0,2.0,23.247769474983212,0.6756476759910583,2736.0,5.0,75.0,2.210843563079834
6.11,23.218412399291992,23.86400604248047,6.26774787902832,1.0804065465927124,0.626707136631012,98885804032.0,1616384384.0,-1.0,1731013504.0,11414657.0,1.3268996477127075,999.0,405.0,12091.0,7.0,17.503501892089844,3178.0,1920.0,3.0,54.0,53.0,59.0,22.0,62.0,16.0,90.0,545.0,2.0,23.247769474983212,0.6756476759910583,2736.0,5.0,75.0,2.210843563079834
6.21,22.633773803710938,23.359657287597656,6.468661785125732,1.0171107053756714,16.65789222717285,98316500992.0,1635650304.0,-1.0,1738840960.0,11507438.0,1.3268996477127075,999.0,405.0,12091.0,7.0,17.503501892089844,3178.0,1920.0,3.0,54.0,53.0,59.0,22.0,62.0,16.0,90.0,545.0,2.0,23.247769474983212,0.6756476759910583,2736.0,5.0,75.0,2.210843563079834
6.31,23.637670516967773,23.37970352172852,6.3614277839660645,1.0649526119232178,17.741788864135742,96461725696.0,1631740928.0,-1.0,1710502656.0,11370262.0,1.3268996477127075,999.0,405.0,12091.0,7.0,17.503501892089844,3178.0,1920.0,3.0,54.0,53.0,59.0,22.0,62.0,16.0,90.0,545.0,2.0,23.247769474983212,0.6756476759910583,2736.0,5.0,75.0,2.210843563079834
6.41,23.583627700805664,23.691795349121094,6.423702239990234,1.136628031730652,0.6192793846130371,95486197760.0,1612490752.0,-1.0,1712576512.0,11381782.0,1.3268996477127075,999.0,405.0,12091.0,7.0,17.503501892089844,3178.0,1920.0,3.0,54.0,53.0,59.0,22.0,62.0,16.0,90.0,545.0,2.0,23.247769474983212,0.6756476759910583,2736.0,5.0,75.0,2.210843563079834
6.51,23.729442596435547,23.390121459960938,6.43050479888916,1.059207558631897,0.6578060984611511,95556681728.0,1614458624.0,-1.0,1714147968.0,11390788.0,1.3268996477127075,999.0,405.0,12091.0,7.0,17.503501892089844,3178.0,1920.0,3.0,54.0,53.0,59.0,22.0,62.0,16.0,90.0,545.0,2.0,23.247769474983212,0.6756476759910583,2736.0,5.0,75.0,2.210843563079834
6.54,23.729442596435547,23.390121459960938,6.43050479888916,1.059207558631897,0.6578060984611511,95556681728.0,1614458624.0,-1.0,1714147968.0,11390788.0,1.3268996477127075,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,54.0,53.0,59.0,22.0,62.0,16.0,90.0,545.0,2.0,23.247769474983212,0.6756476759910583,2736.0,5.0,1.0,2.210843563079834
6.61,22.098636627197266,23.702993392944336,6.645631790161133,1.0205696821212769,16.02825927734375,95586738176.0,1614246912.0,-1.0,1736977792.0,11594496.0,1.3268996477127075,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,54.0,53.0,59.0,22.0,62.0,16.0,90.0,545.0,2.0,23.247769474983212,0.6756476759910583,2736.0,5.0,1.0,2.210843563079834
6.71,23.93638801574707,23.40264892578125,6.425575256347656,1.0335055589675903,0.6366953253746033,95587246080.0,1615054720.0,-1.0,1714064000.0,11390900.0,1.3268996477127075,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,54.0,53.0,59.0,22.0,62.0,16.0,90.0,545.0,2.0,23.247769474983212,0.6756476759910583,2736.0,5.0,1.0,2.210843563079834
6.77,23.93638801574707,23.40264892578125,6.425575256347656,1.0335055589675903,0.6366953253746033,95587246080.0,1615054720.0,-1.0,1714064000.0,11390900.0,0.2544945478439331,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,54.0,53.0,59.0,22.0,62.0,16.0,90.0,545.0,2.0,23.247769474983212,0.6756476759910583,2736.0,5.0,1.0,2.210843563079834
6.81,23.912843704223636,23.38507652282715,6.409327983856201,1.0201936960220337,15.9939603805542,95577284608.0,1614893056.0,-1.0,1714392064.0,11393053.0,0.2544945478439331,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,54.0,53.0,59.0,22.0,62.0,16.0,90.0,545.0,2.0,23.247769474983212,0.6756476759910583,2736.0,5.0,1.0,2.210843563079834
6.91,23.556928634643555,23.857763290405277,6.457275390625,1.1166337728500366,0.6321237087249756,95582994432.0,1614247040.0,-1.0,1714642944.0,11392987.0,0.2544945478439331,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,54.0,53.0,59.0,22.0,62.0,16.0,90.0,545.0,2.0,23.247769474983212,0.6756476759910583,2736.0,5.0,1.0,2.210843563079834
7.0,23.556928634643555,23.857763290405277,6.457275390625,1.1166337728500366,0.6321237087249756,95582994432.0,1614247040.0,-1.0,1714642944.0,11392987.0,1.2939491271972656,999.0,405.0,12091.0,7.0,17.32355499267578,3178.0,1920.0,3.0,55.0,57.0,58.0,28.0,55.0,32.0,90.0,545.0,2.0,23.24002087116241,0.6756476759910583,2736.0,5.0,76.0,2.2040464878082275
7.01,22.5730094909668,23.390039443969727,6.643510341644287,1.0309386253356934,0.6562374830245972,95615295488.0,1615523968.0,-1.0,1737606656.0,11596642.0,1.2939491271972656,999.0,405.0,12091.0,7.0,17.32355499267578,3178.0,1920.0,3.0,55.0,57.0,58.0,28.0,55.0,32.0,90.0,545.0,2.0,23.24002087116241,0.6756476759910583,2736.0,5.0,76.0,2.2040464878082275
7.11,23.545446395874023,23.741254806518555,6.436736106872559,1.049255609512329,0.6193056106567383,95512231936.0,1613073920.0,-1.0,1713809024.0,11385402.0,1.2939491271972656,999.0,405.0,12091.0,7.0,17.32355499267578,3178.0,1920.0,3.0,55.0,57.0,58.0,28.0,55.0,32.0,90.0,545.0,2.0,23.24002087116241,0.6756476759910583,2736.0,5.0,76.0,2.2040464878082275
