Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
14.81,50.35552597045898,49.64447021484375,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.17302131652832,34.27364730834961,79.65408325195312,17.853092193603516,98.2480239868164,1.7519781589508057,2.8759031295776367,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,136090796032.0,704015232.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.15970778465271,0.365209766796657,642371264.0,63910603.428571425,1180836.75,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
14.91,50.31917572021485,49.65801239013672,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.214380264282227,33.405250549316406,79.65408325195312,17.853092193603516,98.23281860351562,1.767184495925903,2.9369056224823,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,134916628480.0,698642944.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158422470092773,0.365209766796657,642177664.0,63910603.428571425,1181018.75,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
15.0,50.31917572021485,49.65801239013672,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.214380264282227,33.405250549316406,79.65408325195312,17.853092193603516,98.23281860351562,1.767184495925903,2.9369056224823,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,134916628480.0,698642944.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158422470092773,0.365209766796657,642177664.0,63910603.428571425,1181018.75,1437024640.0,0.1189099252223968,300.0,46.0,7810.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
15.01,50.36056137084961,49.63943862915039,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.31635093688965,34.25567626953125,79.65408325195312,17.853092193603516,98.22239685058594,1.7776035070419312,2.947150945663452,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133860212736.0,692451328.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.159741163253784,0.365209766796657,641870400.0,63910603.428571425,1179916.0,1437024640.0,0.0280480254441499,117.0,2.0,6330.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
15.11,50.35774230957031,49.66509246826172,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.23322105407715,33.3924446105957,79.65408325195312,17.853092193603516,98.15330505371094,1.8466945886611936,2.913315534591675,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,134316474368.0,695532096.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.1585426330566406,0.365209766796657,662212928.0,63910603.428571425,1218108.0,1437024640.0,0.0280480254441499,117.0,2.0,6330.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
15.21,50.33632278442383,49.66429138183594,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.324438095092773,33.41281509399414,79.65408325195312,17.853092193603516,98.25515747070312,1.744846224784851,2.9056596755981445,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,136385396736.0,706232960.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158825397491455,0.365209766796657,643542784.0,63910603.428571425,1182775.0,1437024640.0,0.0280480254441499,117.0,2.0,6330.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
15.22,50.33632278442383,49.66429138183594,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.324438095092773,33.41281509399414,79.65408325195312,17.853092193603516,98.25515747070312,1.744846224784851,2.9056596755981445,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,136385396736.0,706232960.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158825397491455,0.365209766796657,643542784.0,63910603.428571425,1182775.0,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
15.32,50.34650421142578,49.6302375793457,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.05198097229004,34.251953125,79.65408325195312,17.853092193603516,98.25056457519533,1.7494372129440308,2.8492772579193115,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,135519559680.0,701016064.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.159820556640625,0.365209766796657,642130048.0,63910603.428571425,1180572.625,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
15.42,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.16572570800781,33.404964447021484,79.65408325195312,17.853092193603516,98.2208251953125,1.779175877571106,2.852732419967652,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133926035456.0,693526144.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,642185984.0,63910603.428571425,1180854.75,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
15.52,50.36056137084961,49.63943862915039,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,24.918365478515625,34.25681686401367,79.65408325195312,17.853092193603516,98.21597290039062,1.7840286493301392,3.012392044067383,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133956337664.0,692948544.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.159741163253784,0.365209766796657,642331264.0,63910603.428571425,1180763.25,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
15.62,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.06857109069824,33.403907775878906,79.65408325195312,17.853092193603516,98.21283721923828,1.7871628999710083,2.960411548614502,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133949456384.0,693647360.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,642298304.0,63910603.428571425,1181061.25,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
15.72,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.060266494750977,33.41352844238281,79.65408325195312,17.853092193603516,98.21302795410156,1.7869746685028076,2.907431125640869,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,134011887616.0,693970688.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,642597696.0,63910603.428571425,1181611.75,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
15.82,50.36056137084961,49.63943862915039,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,24.898067474365234,34.252708435058594,79.65408325195312,17.853092193603516,98.22126007080078,1.7787373065948486,2.872934579849243,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133946187776.0,692896064.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.159741163253784,0.365209766796657,642282624.0,63910603.428571425,1180673.875,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
15.92,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.023988723754883,33.391563415527344,79.65408325195312,17.853092193603516,98.21832275390624,1.781673550605774,2.9400761127471924,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133912354816.0,693455232.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,642120384.0,63910603.428571425,1180734.125,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
16.0,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.023988723754883,33.391563415527344,79.65408325195312,17.853092193603516,98.21832275390624,1.781673550605774,2.9400761127471924,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133912354816.0,693455232.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,642120384.0,63910603.428571425,1180734.125,1437024640.0,0.1189099252223968,300.0,46.0,7810.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
16.01,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.023988723754883,33.391563415527344,79.65408325195312,17.853092193603516,98.21832275390624,1.781673550605774,2.9400761127471924,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133912354816.0,693455232.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,642120384.0,63910603.428571425,1180734.125,1437024640.0,0.0378460101783275,117.0,2.0,6330.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
16.02,50.36056137084961,49.63943862915039,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,24.892932891845703,34.24211883544922,79.65408325195312,17.853092193603516,98.2216796875,1.778317928314209,2.924589872360229,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133951258624.0,692922304.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.159741163253784,0.365209766796657,642306944.0,63910603.428571425,1180718.625,1437024640.0,0.0378460101783275,117.0,2.0,6330.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
16.12,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,24.99595832824707,33.39339065551758,79.65408325195312,17.853092193603516,98.21792602539062,1.7820743322372437,2.865034341812134,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133919506432.0,693492288.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,642154688.0,63910603.428571425,1180797.25,1437024640.0,0.0378460101783275,117.0,2.0,6330.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
16.22,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.01026725769043,33.40279006958008,79.65408325195312,17.853092193603516,98.21487426757812,1.7851221561431885,2.892554998397827,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133585944576.0,691764992.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,640555200.0,63910603.428571425,1177856.125,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
16.32,50.36056137084961,49.63943862915039,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,24.8972110748291,34.2563362121582,79.65408325195312,17.853092193603516,98.21825408935548,1.781749248504639,2.8770346641540527,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133992620032.0,693136256.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.159741163253784,0.365209766796657,642505280.0,63910603.428571425,1181083.125,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
16.42,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.030481338500977,33.400245666503906,79.65408325195312,17.853092193603516,98.2190170288086,1.7809854745864868,2.890378952026367,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133996240896.0,693889664.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,642522624.0,63910603.428571425,1181473.75,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
16.52,50.36056137084961,49.63943862915039,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,24.89381217956543,34.24089050292969,79.65408325195312,17.853092193603516,98.21746063232422,1.782537817955017,2.986424207687378,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,134016622592.0,693260416.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.159741163253784,0.365209766796657,642620352.0,63910603.428571425,1181294.625,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
16.62,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.030786514282227,33.3900146484375,79.65408325195312,17.853092193603516,98.21170806884766,1.7882920503616333,2.928978204727173,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133968076800.0,693743872.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,642387584.0,63910603.428571425,1181225.5,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
16.72,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.03146171569824,33.3803596496582,79.65408325195312,17.853092193603516,98.21903228759766,1.7809672355651855,2.8501195907592773,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,134014255104.0,693982976.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,642609024.0,63910603.428571425,1181632.625,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
16.82,50.36056137084961,49.63943862915039,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,24.879920959472656,34.23628616333008,79.65408325195312,17.853092193603516,98.21977996826172,1.7802200317382812,2.9907805919647217,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133988524032.0,693115072.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.159741163253784,0.365209766796657,642485632.0,63910603.428571425,1181047.0,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
16.92,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.011363983154297,33.39799118041992,79.65408325195312,17.853092193603516,98.21125030517578,1.788748860359192,2.9491288661956787,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,134008832000.0,693954880.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,642582976.0,63910603.428571425,1181584.75,1437024640.0,9.009243965148926,1155.0,451.0,12253.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,33.0,3.370481014251709
17.0,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.011363983154297,33.39799118041992,79.65408325195312,17.853092193603516,98.21125030517578,1.788748860359192,2.9491288661956787,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,134008832000.0,693954880.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,642582976.0,63910603.428571425,1181584.75,1437024640.0,0.1189099252223968,300.0,46.0,7810.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
17.01,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.011363983154297,33.39799118041992,79.65408325195312,17.853092193603516,98.21125030517578,1.788748860359192,2.9491288661956787,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,134008832000.0,693954880.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,642582976.0,63910603.428571425,1181584.75,1437024640.0,0.0414382107555866,117.0,2.0,6330.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
17.02,50.36056137084961,49.63943862915039,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,24.872419357299805,34.254005432128906,79.65408325195312,17.853092193603516,98.21715545654295,1.7828445434570312,3.0260963439941406,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133817057280.0,692228096.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.159741163253784,0.365209766796657,641663424.0,63910603.428571425,1179535.625,1437024640.0,0.0414382107555866,117.0,2.0,6330.0,1.0,22.83596611022949,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
