Time (s),% Nearest Filtered,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
25.57,49.59455490112305,0.8905511796474457,25.513580322265625,0.017358641140162924,6.982923984527588,7.9503173828125,98.94426727294922,1.0557353496551514,0.2962256968021393,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,57.92089080810547,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,252212002816.0,2672433408.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4521333277225494,0.3648802638053894,619637120.0,78378934.0,1176838.25,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,26077661726.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.59,49.59455490112305,0.8905511796474457,25.513580322265625,0.017358641140162924,6.982923984527588,7.9503173828125,98.94426727294922,1.0557353496551514,0.2962256968021393,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,57.92089080810547,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,252212002816.0,2672433408.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4521333277225494,0.3648802638053894,619637120.0,78378934.0,1176838.25,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,26089807784.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.6,49.59455490112305,0.8905511796474457,25.513580322265625,0.017358641140162924,6.982923984527588,7.9503173828125,98.94426727294922,1.0557353496551514,0.2962256968021393,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,57.92089080810547,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,252212002816.0,2672433408.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4521333277225494,0.3648802638053894,619637120.0,78378934.0,1176838.25,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,29229397968.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.62,49.59455490112305,0.8905511796474457,25.513580322265625,0.017358641140162924,6.982923984527588,7.9503173828125,98.94426727294922,1.0557353496551514,0.2962256968021393,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,57.92089080810547,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,252212002816.0,2672433408.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4521333277225494,0.3648802638053894,619637120.0,78378934.0,1176838.25,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,26101467238.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.64,49.59455490112305,0.8905511796474457,25.513580322265625,0.017358641140162924,6.982923984527588,7.9503173828125,98.94426727294922,1.0557353496551514,0.2962256968021393,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,57.92089080810547,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,252212002816.0,2672433408.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4521333277225494,0.3648802638053894,619637120.0,78378934.0,1176838.25,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,27154957712.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.67,49.540130615234375,0.8905511796474457,25.513580322265625,0.017358641140162924,6.897783279418945,8.100552558898926,98.91234588623048,1.0876543521881104,0.2864604890346527,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,62.92942810058594,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,255694700544.0,2696227584.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4648209810256958,0.3648802638053894,651704512.0,78378934.0,1242767.0,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,27154957712.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.68,49.540130615234375,0.8905511796474457,25.513580322265625,0.017358641140162924,6.897783279418945,8.100552558898926,98.91234588623048,1.0876543521881104,0.2864604890346527,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,62.92942810058594,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,255694700544.0,2696227584.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4648209810256958,0.3648802638053894,651704512.0,78378934.0,1242767.0,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,25604175934.5,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.7,49.540130615234375,0.8905511796474457,25.513580322265625,0.017358641140162924,6.897783279418945,8.100552558898926,98.91234588623048,1.0876543521881104,0.2864604890346527,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,62.92942810058594,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,255694700544.0,2696227584.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4648209810256958,0.3648802638053894,651704512.0,78378934.0,1242767.0,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,29287254903.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.71,49.540130615234375,0.8905511796474457,25.513580322265625,0.017358641140162924,6.897783279418945,8.100552558898926,98.91234588623048,1.0876543521881104,0.2864604890346527,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,62.92942810058594,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,255694700544.0,2696227584.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4648209810256958,0.3648802638053894,651704512.0,78378934.0,1242767.0,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,26147287830.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.73,49.540130615234375,0.8905511796474457,25.513580322265625,0.017358641140162924,6.897783279418945,8.100552558898926,98.91234588623048,1.0876543521881104,0.2864604890346527,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,62.92942810058594,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,255694700544.0,2696227584.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4648209810256958,0.3648802638053894,651704512.0,78378934.0,1242767.0,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,26154636564.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.74,49.540130615234375,0.8905511796474457,25.513580322265625,0.017358641140162924,6.897783279418945,8.100552558898926,98.91234588623048,1.0876543521881104,0.2864604890346527,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,62.92942810058594,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,255694700544.0,2696227584.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4648209810256958,0.3648802638053894,651704512.0,78378934.0,1242767.0,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,26857330695.333332,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.75,49.540130615234375,0.8905511796474457,25.513580322265625,0.017358641140162924,6.897783279418945,8.100552558898926,98.91234588623048,1.0876543521881104,0.2864604890346527,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,62.92942810058594,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,255694700544.0,2696227584.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4648209810256958,0.3648802638053894,651704512.0,78378934.0,1242767.0,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,26170904906.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.77,49.54876708984375,0.8905511796474457,25.513580322265625,0.017358641140162924,6.925829887390137,7.9454345703125,98.96873474121094,1.0312650203704834,0.2984740734100342,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,51.233097076416016,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,251601469440.0,2665558272.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4518751502037048,0.3648802638053894,595360256.0,78378934.0,1157796.875,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,25650069271.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.78,49.54876708984375,0.8905511796474457,25.513580322265625,0.017358641140162924,6.925829887390137,7.9454345703125,98.96873474121094,1.0312650203704834,0.2984740734100342,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,51.233097076416016,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,251601469440.0,2665558272.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4518751502037048,0.3648802638053894,595360256.0,78378934.0,1157796.875,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,26190930888.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.79,49.54876708984375,0.8905511796474457,25.513580322265625,0.017358641140162924,6.925829887390137,7.9454345703125,98.96873474121094,1.0312650203704834,0.2984740734100342,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,51.233097076416016,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,251601469440.0,2665558272.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4518751502037048,0.3648802638053894,595360256.0,78378934.0,1157796.875,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,29330145479.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.8,49.54876708984375,0.8905511796474457,25.513580322265625,0.017358641140162924,6.925829887390137,7.9454345703125,98.96873474121094,1.0312650203704834,0.2984740734100342,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,51.233097076416016,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,251601469440.0,2665558272.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4518751502037048,0.3648802638053894,595360256.0,78378934.0,1157796.875,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,26202569418.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.81,49.54876708984375,0.8905511796474457,25.513580322265625,0.017358641140162924,6.925829887390137,7.9454345703125,98.96873474121094,1.0312650203704834,0.2984740734100342,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,51.233097076416016,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,251601469440.0,2665558272.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4518751502037048,0.3648802638053894,595360256.0,78378934.0,1157796.875,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,25675735021.5,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.83,49.54876708984375,0.8905511796474457,25.513580322265625,0.017358641140162924,6.925829887390137,7.9454345703125,98.96873474121094,1.0312650203704834,0.2984740734100342,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,51.233097076416016,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,251601469440.0,2665558272.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4518751502037048,0.3648802638053894,595360256.0,78378934.0,1157796.875,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,26222024420.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.84,49.54876708984375,0.8905511796474457,25.513580322265625,0.017358641140162924,6.925829887390137,7.9454345703125,98.96873474121094,1.0312650203704834,0.2984740734100342,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,51.233097076416016,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,251601469440.0,2665558272.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4518751502037048,0.3648802638053894,595360256.0,78378934.0,1157796.875,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,25696927914.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.87,49.53812026977539,0.8905511796474457,25.513580322265625,0.017358641140162924,6.636385440826416,8.021524429321289,98.95319366455078,1.0468072891235352,0.2912000119686126,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,64.12964630126953,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,249279905792.0,2650637312.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4400923550128937,0.3648802638053894,595737920.0,78378934.0,1160592.375,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,25696927914.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.88,49.53812026977539,0.8905511796474457,25.513580322265625,0.017358641140162924,6.636385440826416,8.021524429321289,98.95319366455078,1.0468072891235352,0.2912000119686126,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,64.12964630126953,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,249279905792.0,2650637312.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4400923550128937,0.3648802638053894,595737920.0,78378934.0,1160592.375,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,29367343385.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.9,49.53812026977539,0.8905511796474457,25.513580322265625,0.017358641140162924,6.636385440826416,8.021524429321289,98.95319366455078,1.0468072891235352,0.2912000119686126,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,64.12964630126953,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,249279905792.0,2650637312.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4400923550128937,0.3648802638053894,595737920.0,78378934.0,1160592.375,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,26255559533.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.92,49.53812026977539,0.8905511796474457,25.513580322265625,0.017358641140162924,6.636385440826416,8.021524429321289,98.95319366455078,1.0468072891235352,0.2912000119686126,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,64.12964630126953,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,249279905792.0,2650637312.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4400923550128937,0.3648802638053894,595737920.0,78378934.0,1160592.375,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,25199370896.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.93,49.53812026977539,0.8905511796474457,25.513580322265625,0.017358641140162924,6.636385440826416,8.021524429321289,98.95319366455078,1.0468072891235352,0.2912000119686126,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,64.12964630126953,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,249279905792.0,2650637312.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4400923550128937,0.3648802638053894,595737920.0,78378934.0,1160592.375,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,26262446935.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.94,49.53812026977539,0.8905511796474457,25.513580322265625,0.017358641140162924,6.636385440826416,8.021524429321289,98.95319366455078,1.0468072891235352,0.2912000119686126,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,64.12964630126953,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,249279905792.0,2650637312.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4400923550128937,0.3648802638053894,595737920.0,78378934.0,1160592.375,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,25742711157.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.95,49.53812026977539,0.8905511796474457,25.513580322265625,0.017358641140162924,6.636385440826416,8.021524429321289,98.95319366455078,1.0468072891235352,0.2912000119686126,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,64.12964630126953,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,249279905792.0,2650637312.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4400923550128937,0.3648802638053894,595737920.0,78378934.0,1160592.375,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,27840267494.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.97,49.53657150268555,0.8905511796474457,25.513580322265625,0.017358641140162924,6.501282691955566,8.020088195800781,98.97256469726562,1.0274391174316406,0.2822564244270324,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,57.00201034545898,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,256222871552.0,2737137408.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4262117445468902,0.3648802638053894,596696448.0,78378934.0,1170828.625,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,25227544473.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.98,49.53657150268555,0.8905511796474457,25.513580322265625,0.017358641140162924,6.501282691955566,8.020088195800781,98.97256469726562,1.0274391174316406,0.2822564244270324,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,57.00201034545898,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,256222871552.0,2737137408.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4262117445468902,0.3648802638053894,596696448.0,78378934.0,1170828.625,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,27857771034.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
25.99,49.53657150268555,0.8905511796474457,25.513580322265625,0.017358641140162924,6.501282691955566,8.020088195800781,98.97256469726562,1.0274391174316406,0.2822564244270324,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,57.00201034545898,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,256222871552.0,2737137408.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4262117445468902,0.3648802638053894,596696448.0,78378934.0,1170828.625,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,26303500712.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
26.01,49.53657150268555,0.8905511796474457,25.513580322265625,0.017358641140162924,6.501282691955566,8.020088195800781,98.97256469726562,1.0274391174316406,0.2822564244270324,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,57.00201034545898,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,256222871552.0,2737137408.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4262117445468902,0.3648802638053894,596696448.0,78378934.0,1170828.625,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,27877367182.5,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
26.04,49.53657150268555,0.8905511796474457,25.513580322265625,0.017358641140162924,6.501282691955566,8.020088195800781,98.97256469726562,1.0274391174316406,0.2822564244270324,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,57.00201034545898,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,256222871552.0,2737137408.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,0.4262117445468902,0.3648802638053894,596696448.0,78378934.0,1170828.625,1667179454.2109375,7.987838268280029,101.0,2.0,6330.0,1.0,18.294286727905277,2299.0,25252060339.0,1651.0,3.0,63.0,64.0,67.0,23.0,28.0,27.0,72.0,456.0,2.0,75.26749968528748,3196.0,45.0,2.1676337718963623
