Time (s),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
4.28,2523.318359375,1130.0,451.0,12214.0,5.0,22.63111686706543,3086.0,2830557012.0,1920.0,3.0,44.0,41.0,50.0,18.0,13.0,17.0,72.0,545.0,2.0,26.69980227947235,3196.0,2.0,2.0,2.447318315505981
4.3,1.2706552743911743,146.0,2.0,6661.0,1.0,22.63111686706543,3086.0,2830557012.0,1920.0,3.0,44.0,41.0,50.0,18.0,13.0,17.0,72.0,545.0,2.0,26.69980227947235,3196.0,2.0,2.0,2.447318315505981
5.0,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,2830557012.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.03,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,2830557012.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.04,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,2852821481.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.06,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,2478473540.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.07,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,2901016077.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.08,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,2509604036.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.1,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,5581736366.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.11,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,4088012043.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.12,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,2600265983.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.13,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,2804742950.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.14,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,6029047447.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.15,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,2834089905.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.17,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,3787325411.6666665,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.18,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,4347465993.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.19,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,5576759491.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.2,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,2974298334.5,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.21,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,3196440759.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.22,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,6200823171.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.23,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,3132167270.5,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.24,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,2866698326.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.25,1.3402208089828491,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,2894992591.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.28,2523.318359375,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,3133253573.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.29,2523.318359375,1130.0,451.0,12214.0,6.0,22.7227783203125,3086.0,2978823415.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.3,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,2978823415.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.31,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3036351220.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.32,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3220126514.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.33,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3481289995.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.34,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4776494844.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.36,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3305351952.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.37,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3359654778.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.38,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3180732979.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.4,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3287287406.5,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.41,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3506273672.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.42,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3442980332.3333335,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.44,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3443965925.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.46,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,6731022173.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.47,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3384157863.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.48,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3556823864.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.5,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3831723940.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.52,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3861511093.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.53,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3503412091.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.54,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3532162068.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.56,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3561101900.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.57,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3590203212.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.58,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3619419447.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.6,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3666384804.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.61,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3698076154.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.62,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3694445894.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.64,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3867246118.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.68,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4074181334.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.69,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3800570476.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.7,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3830581707.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.71,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3862243830.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.72,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3892933896.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.74,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3923052443.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.75,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4024481083.3333335,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.77,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3985480571.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.78,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,3988173687.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.81,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4044443195.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.82,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4070611711.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.83,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4097778307.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.84,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4125828398.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.85,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4154108133.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.86,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4182831967.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.88,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4211837765.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.89,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4240954158.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.9,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4270157065.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.91,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4299447835.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.93,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4328686885.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.94,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4357991984.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.95,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4247652254.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.96,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4416679772.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.97,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4333849251.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.98,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4141123966.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
5.99,1.359203815460205,146.0,2.0,6661.0,1.0,22.7227783203125,3086.0,4358250727.0,1920.0,3.0,47.0,45.0,52.0,23.0,20.0,19.0,72.0,545.0,2.0,26.90242826938629,3196.0,2.0,2.0,2.278960466384888
6.0,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,5536346647.0,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.01,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4365474634.0,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.03,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4332245999.5,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.04,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4359417745.0,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.05,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4387347505.5,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.06,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4585197515.0,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.08,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,5609568344.666667,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.09,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4642597390.0,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.1,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4471678866.5,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.12,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4513157235.5,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.13,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4652220726.0,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.14,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4725620996.0,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.15,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4718128636.0,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.16,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4713818997.0,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.17,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4628007204.5,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.18,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4653845641.5,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.19,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4680714820.0,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.2,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,4865816132.0,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
6.21,1.3641133308410645,1130.0,451.0,12214.0,6.0,23.118576049804688,3086.0,6516220303.0,1920.0,3.0,52.0,52.0,58.0,29.0,24.0,25.0,72.0,545.0,2.0,27.472278475761414,3196.0,2.0,2.0,2.645116806030273
