Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
0.1,0.5202410519123077,16.55686378479004,0.014910576088974866,8.891820589701334,0.22442403575405478,-1.0,-1.0,-1.0,0.31647934516270954,-1.0,2.4153159459431968,9.22786953051885,545850208.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.255637258291245,545000000.0,-1.0,8933255.0,205.71833292643228,711055486.5416666,15296816.34781901,2606593.7916666665,547187242.6666666,-1.0,-1.0,-1.0,63954770.666666664,8478031.022623697,905452121.9518229,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.11,0.7920700822557721,17.203963415963308,0.06312305320586477,11.354530606951032,0.2430224690054144,-1.0,-1.0,-1.0,0.4296296920095171,-1.0,3.156186785016741,9.374462911060878,544895113.1428572,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.13002879279001,545000000.0,-1.0,11066111.142857144,155.49171229771204,957095187.4285715,18634623.863002233,3020061.285714286,753112576.0,-1.0,-1.0,-1.0,75167940.57142857,10558710.434430804,1226938865.8861606,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.12,0.7670920714735985,16.426515579223633,0.03771088283974676,13.368825674057007,0.23639006703160703,-1.0,-1.0,-1.0,0.379648742149584,-1.0,2.6763301491737366,13.521831206977367,544902976.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.56987226009369,545000000.0,-1.0,10368598.96875,232.50613403320312,896776884.0,17468094.321289062,2478693.40625,705170584.0,-1.0,-1.0,-1.0,70969423.0,9901337.571289062,1146082401.0800781,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.13,1.2125137874058314,19.793215785707748,0.017540699536246884,15.262219565255302,0.32756086119583677,-1.0,-1.0,-1.0,0.5012786303247724,-1.0,5.103540965488979,7.712276262896402,544919030.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.28403282165527,545000000.0,-1.0,11469090.857142856,160.72410801478796,982855478.8571428,19131360.214285713,2706059.1785714286,774254546.2857143,-1.0,-1.0,-1.0,77843906.28571428,10883381.75,1269963823.7857144,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.14,1.1141121217182703,19.344269963247434,0.18774642688887458,15.171686717442103,0.29521067227636066,-1.0,-1.0,-1.0,0.4743051699229649,-1.0,5.108900274549212,7.404791849000113,544898432.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.07398591722761,545000000.0,-1.0,10612746.07142857,189.19241333007812,913168502.8571428,17808218.14285714,3219722.5535714286,719152009.1428572,-1.0,-1.0,-1.0,72404435.28571428,10108172.767857144,1171539564.127232,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.15,1.306746210370745,17.6486986130476,0.05763744938719483,15.399149758475167,0.22915531056267874,-1.0,-1.0,-1.0,0.44229722023010254,-1.0,4.0366804259163995,17.50152461869376,544849627.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.314058440072195,545000000.0,-1.0,10813116.035714285,301.7656773158482,963164781.7142857,18294096.995535713,2981812.7276785714,757867785.1428572,-1.0,-1.0,-1.0,73346767.51785715,10320311.167410715,1258417235.7232144,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.16,1.1534034237265587,17.120473140850663,0.05689945787889882,13.418291091918945,0.22435399517416954,-1.0,-1.0,-1.0,0.42313069105148315,-1.0,4.391886055469513,14.505146965384483,544916224.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.96631908416748,545000000.0,-1.0,9883808.375,177.61154174804688,846981064.0,16533592.34375,2484708.359375,666459096.0,-1.0,-1.0,-1.0,66799148.25,9399685.65625,1086366096.5097656,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.17,0.8372259736061096,24.605560302734375,0.19084054231643677,13.371966044108072,0.3119942893584569,-1.0,-1.0,-1.0,0.5024648209412893,-1.0,3.793769041697184,13.420901318391165,544886816.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.69212452570597,545000000.0,-1.0,10859684.666666666,261.7847493489583,783607093.3333334,18229674.0,27941292.125,564695360.0,-1.0,-1.0,-1.0,80453816.0,10434343.833333334,931761812.5117188,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.18,1.075808354786464,8.69843905525548,0.030287043324538614,11.52983910696847,0.24440636805125646,-1.0,-1.0,-1.0,0.40869823523930143,-1.0,3.4336720194135393,0.27644671712602886,544952402.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65.73109545026507,545000000.0,-1.0,6727209.285714285,99.94683401925224,892597376.0,12906106.0,2289144.0714285714,746621549.7142857,-1.0,-1.0,-1.0,51911724.0,6740292.071428572,1093766726.591518,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.19,0.9887155975614276,15.769060856529645,0.011224701668002757,12.248940331595284,0.18688328777040755,-1.0,-1.0,-1.0,0.35754375798361643,-1.0,4.112195764269147,8.347414357321602,544924516.5714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.76125826154436,545000000.0,-1.0,7342433.535714285,207.19781494140625,552842770.2857143,11678187.964285715,2065802.6785714286,414067972.5714286,-1.0,-1.0,-1.0,47255040.28571428,6911792.660714285,700193675.8236607,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.2,0.8246945887804031,23.83233380317688,0.10332449059933421,13.241332292556763,0.31942795775830746,-1.0,-1.0,-1.0,0.49055228382349014,-1.0,3.4058293104171753,7.198761612176895,544894176.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.49349868297577,545000000.0,-1.0,9734028.375,181.6730842590332,755123024.0,16312077.5,2448557.65625,579573436.0,-1.0,-1.0,-1.0,64715380.0,9309399.25,961479652.8554688,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.21,0.6917228698730469,20.654558181762695,0.1519145853817463,11.134218488420759,0.22351019297327315,-1.0,-1.0,-1.0,0.39189767837524414,-1.0,3.090789999280657,12.464865548270089,544938404.5714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.74804074423653,545000000.0,-1.0,9333244.0,153.26132202148438,854101650.2857143,14658064.857142856,2775078.6428571427,677184877.7142857,-1.0,-1.0,-1.0,61694788.571428575,8494034.57142857,1217316769.497768,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.22,1.0235173191343034,25.9075505392892,0.6400747887923249,15.352872848510742,0.33042820010866436,-1.0,-1.0,-1.0,0.564028901713235,-1.0,4.072571073259626,9.449759091649737,544881472.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.827383858816965,545000000.0,-1.0,11336741.857142856,204.78702218191964,970250532.5714285,18928324.85714286,3087578.0,762357522.2857143,-1.0,-1.0,-1.0,77175130.28571428,10773696.142857144,1243044126.8482144,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.23,1.2026742271014623,20.142589500972203,0.2296108167751559,13.627967834472656,0.3997248751776559,-1.0,-1.0,-1.0,0.5356862630162921,-1.0,4.5145737784249445,9.081964680126735,544916041.1428572,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.04610415867397,545000000.0,-1.0,10689809.07142857,196.4176766531808,1320648164.5714285,17784020.5,3000724.75,1108244512.0,-1.0,-1.0,-1.0,72397241.14285715,10144881.464285715,1190167273.013393,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.24,0.9685701642717633,17.603266494614736,0.15099292305032058,15.130382810320173,0.2540650947817734,-1.0,-1.0,-1.0,0.44056588783860207,-1.0,3.089329651423863,15.861482952322278,544898907.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.948150634765625,545000000.0,-1.0,10210333.482142856,189.96851457868303,899287620.5714285,17336763.42857143,3154936.6735491073,707255981.7142857,-1.0,-1.0,-1.0,70319218.28571428,9776441.81640625,1149789732.09375,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.25,1.0246526428631373,25.728612899780273,0.08133908194888913,15.58880615234375,0.37308367022446226,-1.0,-1.0,-1.0,0.569059465612684,-1.0,4.04518985748291,9.58041603224618,544897728.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.76596641540527,545000000.0,-1.0,11402148.714285715,205.70955984933036,982648684.4260603,19396213.14285714,2808667.785714286,774587158.8571428,-1.0,-1.0,-1.0,77542595.42857143,10946077.0,1247895852.763393,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.26,1.1658178312437875,20.22554430684873,0.05921050001467972,15.553699765886579,0.3064380277480398,-1.0,-1.0,-1.0,0.5180905972208295,-1.0,4.945300170353481,9.38335645198822,544898715.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.477005413600374,545000000.0,-1.0,10289933.42857143,196.24349539620536,869701540.5714285,17109049.714285713,2559289.464285714,679516448.0,-1.0,-1.0,-1.0,69747444.57142857,9761196.392857144,1120993994.90625,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.27,0.7763694269316537,19.34874943324498,0.07973499010716166,11.378885541643415,0.27700876338141306,-1.0,-1.0,-1.0,0.42406449147633146,-1.0,3.0936448914664134,19.2076398730278,544927104.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.61559064047677,545000000.0,-1.0,11182836.857142856,155.0374494280134,873365650.2857143,19231204.57142857,2975513.3571428573,677024649.1428572,-1.0,-1.0,-1.0,78136153.14285715,10942665.714285715,987605689.921875,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.28,0.9819824525288173,10.660421869584493,0.3403624264257295,11.490017482212611,0.1884908846446446,-1.0,-1.0,-1.0,0.3252890876361302,-1.0,3.1394525936671664,2.593271161828722,544892077.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.02129745483398,545000000.0,-1.0,6720235.75,231.8569553920201,721155547.4285715,11635898.55357143,21917784.183035713,592119588.5714285,-1.0,-1.0,-1.0,49297976.14285714,6336799.241071428,1070890751.5870535,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.29,10.73600886975016,29.66070011683873,0.30425602197647095,7.694995880126953,0.2775298045682056,-1.0,-1.0,-1.0,1.7434994748660497,-1.0,3.69576290675572,15.169310586793083,544925403.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.14732163293021,545000000.0,-1.0,9060334.923967633,151.8921160016741,713823602.2857143,16218214.808035715,1711126.4285714286,520229229.71428573,-1.0,-1.0,-1.0,63895273.14285714,9038550.470982144,737035741.890625,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.3,0.7377910358565194,20.775226048060826,0.24363445809909276,11.096456527709961,0.3091901426336595,-1.0,-1.0,-1.0,0.4210639255387442,-1.0,3.173257419041225,7.496512336390359,544906130.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.96416509151459,545000000.0,-1.0,7893421.142857143,204.39243861607142,653562253.7142857,12287753.054827008,2425548.1428571427,489086354.28571427,-1.0,-1.0,-1.0,54353142.85714286,7275952.4833984375,860211195.96875,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.31,0.6959630421229771,20.291475296020508,0.2732846223350082,11.252881731305804,0.2443829902580806,-1.0,-1.0,-1.0,0.393863890852247,-1.0,3.158520834786551,5.145473761217935,544936676.5714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65.04410552978516,545000000.0,-1.0,8641937.857142856,140.0740007672991,841939053.7142857,13668021.142857144,23413125.214285713,649194706.2857143,-1.0,-1.0,-1.0,58091016.0,7896459.0,1167496654.002232,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.32,1.2887243628501892,19.651951151234762,0.04566590986879805,15.484013966151647,0.2793772518634796,-1.0,-1.0,-1.0,0.4889564641884395,-1.0,5.216016633169992,7.652344065053122,544920274.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.17426953996931,545000000.0,-1.0,11036888.392857144,203.64818028041296,946249106.2857143,18410545.214285713,2867665.0714285714,742360548.5714285,-1.0,-1.0,-1.0,74970951.14285715,10479590.589285715,1210159865.1049106,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.33,1.1454580426216125,19.387711303574697,0.28273463932730786,15.377541950770787,0.33845572492906023,-1.0,-1.0,-1.0,0.4667911870138986,-1.0,4.198186942509243,8.550164784703936,544882797.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.63470881325858,545000000.0,-1.0,10697232.142857144,195.7770036969866,921242569.1428572,17878728.01785714,2595752.2098214286,723059620.5714285,-1.0,-1.0,-1.0,73210006.92857143,10163076.642857144,1183347727.15625,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
0.34,1.0588075092860632,17.475368533815658,0.14668996299483944,15.013420104980469,0.25597715590681347,-1.0,-1.0,-1.0,0.43942119287593023,-1.0,3.0907468795776367,17.697774512427195,544921142.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.824402400425505,545000000.0,-1.0,11132554.455357144,194.2893327985491,949684694.8571428,18640059.663504463,3120465.5792410714,747336130.2857143,-1.0,-1.0,-1.0,76094389.71428572,10597461.17299107,1210926740.6183035,1.1379519701004028,445.0,39.0,11678.0,5.0,24.45045280456543,2466.0,3935720402.0,1920.0,3.0,50.0,48.0,57.0,45.0,36.0,32.0,90.0,545.0,2.0,36.14766597747803,3196.0,1.0,17.0,2.4780828952789307
