Time (s),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
25.67,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,18225972162.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.68,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,18237237211.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.7,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,19808270414.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.71,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,25580827619.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.72,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,18249462968.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.73,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,25600855057.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.74,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,18258261476.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.76,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,25619144013.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.78,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,18272365913.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.8,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,18285712066.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.83,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,18304209702.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.84,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,18313571096.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.86,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,18324706052.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.87,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,25667826995.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.89,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,18334848155.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.9,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,19887926166.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.92,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,22020852332.5,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.93,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,18353553528.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.95,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,19904181135.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.96,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,22040088222.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.97,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,18373694759.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
25.98,8.595819473266602,144.0,2.0,6661.0,1.0,38.424781799316406,2430.0,25731425485.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
26.0,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,22064155366.5,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
26.03,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,18396591781.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
26.04,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,19936956899.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
26.07,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,22867653322.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
26.1,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,22111189095.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
26.11,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,19966429928.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
26.14,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,22904106130.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
26.15,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,22921399341.5,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
26.17,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,18461866456.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
26.19,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,18474463173.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
26.2,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,25883684141.0,1651.0,3.0,55.0,51.0,54.0,23.0,30.0,28.0,72.0,456.0,2.0,81.09598159790039,3196.0,20.0,2.168644428253174
26.23,8.548199653625488,1437.0,948.0,14232.0,2.0,37.70531463623047,2430.0,18499027413.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.26,8.548199653625488,1437.0,948.0,14232.0,2.0,37.70531463623047,2430.0,22994695921.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.28,2523.318359375,1437.0,948.0,14232.0,2.0,37.70531463623047,2430.0,22994695921.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.3,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18529495452.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.33,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,19328438927.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.35,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,22247937575.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.36,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18563937994.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.38,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,20131151091.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.39,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,25956533615.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.4,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,25972252917.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.42,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18582125206.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.43,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,22289707489.5,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.45,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,19374349003.5,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.46,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,22305623278.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.48,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18611900112.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.5,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,26023529100.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.51,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18629009720.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.53,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,23108985066.5,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.54,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18637726546.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.56,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,26062006701.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.57,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18645019649.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.6,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,21644995193.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.61,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18657663536.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.62,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18664397620.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.64,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,26104193682.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.65,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18681779283.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.66,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,20223109596.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.67,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18692394254.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.68,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,26121167041.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.71,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,19474419136.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.72,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18712389113.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.73,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18721730620.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.74,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,26140689567.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.75,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18731589542.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.76,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,26156924438.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.78,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18741558095.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.79,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18750574991.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.8,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18758277091.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.82,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18768028362.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.83,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18779491497.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.84,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,20295563241.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.86,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,22491483008.5,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.89,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,19556890554.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.9,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18812807465.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.92,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,20326175003.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.95,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,26230106344.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.96,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,19590078393.5,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.97,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,26248558555.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
26.99,8.574450492858887,144.0,2.0,6661.0,1.0,37.70531463623047,2430.0,18842294550.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
27.0,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,18849026434.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
27.01,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,18857234376.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
27.02,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,23318466444.5,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
27.03,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,18866180960.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
27.04,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,26285153903.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
27.05,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,20384557242.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
27.07,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,22590703825.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
27.09,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,20400051559.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
27.1,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,26316497044.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
27.11,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,20418071486.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
27.13,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,18907247529.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
27.15,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,18930423629.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
27.2,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,26409351625.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
27.22,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,2430.0,23475609842.0,1651.0,3.0,53.0,56.0,55.0,29.0,29.0,38.0,72.0,456.0,2.0,81.08897805213928,3196.0,20.0,2.169057846069336
27.23,8.603985786437988,1437.0,948.0,14232.0,2.0,37.16842651367188,2430.0,23475609842.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.26,8.603985786437988,1437.0,948.0,14232.0,2.0,37.16842651367188,2430.0,26448107738.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.27,8.603985786437988,1437.0,948.0,14232.0,2.0,37.16842651367188,2430.0,18999261037.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.28,2523.318359375,1437.0,948.0,14232.0,2.0,37.16842651367188,2430.0,19008257957.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.3,8.595416069030762,144.0,2.0,6661.0,1.0,37.16842651367188,2430.0,26468492083.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.34,8.595416069030762,144.0,2.0,6661.0,1.0,37.16842651367188,2430.0,26488251814.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.35,8.595416069030762,144.0,2.0,6661.0,1.0,37.16842651367188,2430.0,20587483828.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.38,8.595416069030762,144.0,2.0,6661.0,1.0,37.16842651367188,2430.0,20606793509.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.39,8.595416069030762,144.0,2.0,6661.0,1.0,37.16842651367188,2430.0,22779382772.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.42,8.595416069030762,144.0,2.0,6661.0,1.0,37.16842651367188,2430.0,19840751656.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.43,8.595416069030762,144.0,2.0,6661.0,1.0,37.16842651367188,2430.0,26526377547.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.44,8.595416069030762,144.0,2.0,6661.0,1.0,37.16842651367188,2430.0,19062900201.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.45,8.595416069030762,144.0,2.0,6661.0,1.0,37.16842651367188,2430.0,26541796579.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.46,8.595416069030762,144.0,2.0,6661.0,1.0,37.16842651367188,2430.0,19070650157.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.49,8.595416069030762,144.0,2.0,6661.0,1.0,37.16842651367188,2430.0,22818849805.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.5,8.595416069030762,144.0,2.0,6661.0,1.0,37.16842651367188,2430.0,19085106544.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.51,8.595416069030762,144.0,2.0,6661.0,1.0,37.16842651367188,2430.0,19092812141.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.52,8.595416069030762,144.0,2.0,6661.0,1.0,37.16842651367188,2430.0,26573711291.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
27.53,8.595416069030762,144.0,2.0,6661.0,1.0,37.16842651367188,2430.0,19101239586.0,1651.0,3.0,52.0,54.0,52.0,23.0,25.0,29.0,72.0,456.0,2.0,80.95151782035828,3196.0,20.0,2.168668746948242
