Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
2.76,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,23.770566940307617,1.389712929725647,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.5602514743804932,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9549429.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,3.0,59.0,57.0,62.0,23.0,42.0,41.0,72.0,545.0,2.0,19.443948566913605,2736.0,15.0,2.32524847984314
2.86,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.48385429382324,1.24871826171875,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6275161504745483,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9164920.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,3.0,59.0,57.0,62.0,23.0,42.0,41.0,72.0,545.0,2.0,19.443948566913605,2736.0,15.0,2.32524847984314
2.96,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,23.901050567626957,1.2572884559631348,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6199353933334351,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8848665.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,3.0,59.0,57.0,62.0,23.0,42.0,41.0,72.0,545.0,2.0,19.443948566913605,2736.0,15.0,2.32524847984314
3.04,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,23.901050567626957,1.2572884559631348,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6199353933334351,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8848665.0,1405659146.7369792,0.3082672655582428,102.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,59.0,57.0,62.0,23.0,42.0,41.0,72.0,545.0,2.0,19.443948566913605,2736.0,15.0,2.32524847984314
3.06,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.48870658874512,1.2925790548324585,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.652275800704956,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8848913.0,1405659146.7369792,0.3082672655582428,102.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,59.0,57.0,62.0,23.0,42.0,41.0,72.0,545.0,2.0,19.443948566913605,2736.0,15.0,2.32524847984314
3.16,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,23.91875267028809,1.346820831298828,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6113128662109375,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9216149.0,1405659146.7369792,0.3082672655582428,102.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,59.0,57.0,62.0,23.0,42.0,41.0,72.0,545.0,2.0,19.443948566913605,2736.0,15.0,2.32524847984314
3.26,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.53232955932617,1.3997255563735962,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6165253520011902,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9498750.0,1405659146.7369792,0.3082672655582428,102.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,59.0,57.0,62.0,23.0,42.0,41.0,72.0,545.0,2.0,19.443948566913605,2736.0,15.0,2.32524847984314
3.36,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,23.94834518432617,1.40194833278656,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6752433180809021,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8857970.0,1405659146.7369792,0.3082672655582428,102.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,59.0,57.0,62.0,23.0,42.0,41.0,72.0,545.0,2.0,19.443948566913605,2736.0,15.0,2.32524847984314
3.44,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,23.94834518432617,1.40194833278656,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6752433180809021,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8857970.0,1405659146.7369792,1.1489616632461548,1058.0,456.0,12240.0,7.0,18.13553047180176,2876.0,1920.0,3.0,56.0,57.0,57.0,20.0,53.0,37.0,72.0,545.0,2.0,18.654434382915497,2736.0,56.0,2.1909775733947754
3.46,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.51915168762207,1.3376307487487793,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,18.91997337341309,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8857464.0,1405659146.7369792,1.1489616632461548,1058.0,456.0,12240.0,7.0,18.13553047180176,2876.0,1920.0,3.0,56.0,57.0,57.0,20.0,53.0,37.0,72.0,545.0,2.0,18.654434382915497,2736.0,56.0,2.1909775733947754
3.54,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.51915168762207,1.3376307487487793,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,18.91997337341309,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8857464.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,57.0,57.0,20.0,53.0,37.0,72.0,545.0,2.0,18.654434382915497,2736.0,15.0,2.1909775733947754
3.56,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,23.86068344116211,1.3300790786743164,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.648658812046051,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9143196.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,57.0,57.0,20.0,53.0,37.0,72.0,545.0,2.0,18.654434382915497,2736.0,15.0,2.1909775733947754
3.66,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.13847923278809,1.2708542346954346,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.7312336564064026,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9467221.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,57.0,57.0,20.0,53.0,37.0,72.0,545.0,2.0,18.654434382915497,2736.0,15.0,2.1909775733947754
3.76,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,23.34328842163086,1.229501485824585,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,16.332706451416016,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8974388.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,57.0,57.0,20.0,53.0,37.0,72.0,545.0,2.0,18.654434382915497,2736.0,15.0,2.1909775733947754
3.86,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.286989212036133,1.1712969541549685,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,1.9730761051177976,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8861488.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,57.0,57.0,20.0,53.0,37.0,72.0,545.0,2.0,18.654434382915497,2736.0,15.0,2.1909775733947754
3.97,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,23.99699211120605,1.1295993328094482,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.62662672996521,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8860958.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,57.0,57.0,20.0,53.0,37.0,72.0,545.0,2.0,18.654434382915497,2736.0,15.0,2.1909775733947754
4.04,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,23.99699211120605,1.1295993328094482,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.62662672996521,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8860958.0,1405659146.7369792,0.3359852433204651,102.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,57.0,57.0,20.0,53.0,37.0,72.0,545.0,2.0,18.654434382915497,2736.0,15.0,2.1909775733947754
4.07,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.474512100219727,1.2875975370407104,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6064341068267822,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9727707.0,1405659146.7369792,0.3359852433204651,102.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,57.0,57.0,20.0,53.0,37.0,72.0,545.0,2.0,18.654434382915497,2736.0,15.0,2.1909775733947754
4.17,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.2442684173584,1.2540371417999268,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6072575449943542,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9166146.0,1405659146.7369792,0.3359852433204651,102.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,57.0,57.0,20.0,53.0,37.0,72.0,545.0,2.0,18.654434382915497,2736.0,15.0,2.1909775733947754
4.27,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.51921272277832,1.2542577981948853,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6184530258178711,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8654822.0,1405659146.7369792,0.3359852433204651,102.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,57.0,57.0,20.0,53.0,37.0,72.0,545.0,2.0,18.654434382915497,2736.0,15.0,2.1909775733947754
4.37,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.005245208740234,1.2394479513168335,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6312133073806763,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8861240.0,1405659146.7369792,0.3359852433204651,102.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,57.0,57.0,20.0,53.0,37.0,72.0,545.0,2.0,18.654434382915497,2736.0,15.0,2.1909775733947754
4.44,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.005245208740234,1.2394479513168335,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6312133073806763,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8861240.0,1405659146.7369792,1.4677062034606934,1058.0,456.0,12240.0,7.0,17.131427764892578,2876.0,1920.0,3.0,56.0,55.0,59.0,20.0,25.0,62.0,72.0,545.0,2.0,18.59774887561798,2736.0,59.0,2.193588733673096
4.47,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.459360122680664,1.269545078277588,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6266118288040161,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9225674.0,1405659146.7369792,1.4677062034606934,1058.0,456.0,12240.0,7.0,17.131427764892578,2876.0,1920.0,3.0,56.0,55.0,59.0,20.0,25.0,62.0,72.0,545.0,2.0,18.59774887561798,2736.0,59.0,2.193588733673096
4.54,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.459360122680664,1.269545078277588,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6266118288040161,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9225674.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,55.0,59.0,20.0,25.0,62.0,72.0,545.0,2.0,18.59774887561798,2736.0,15.0,2.193588733673096
4.57,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.198436737060547,1.1971842050552368,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6053884625434875,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9703921.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,55.0,59.0,20.0,25.0,62.0,72.0,545.0,2.0,18.59774887561798,2736.0,15.0,2.193588733673096
4.67,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.636886596679688,1.1066128015518188,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6138963103294373,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8859175.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,55.0,59.0,20.0,25.0,62.0,72.0,545.0,2.0,18.59774887561798,2736.0,15.0,2.193588733673096
4.77,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.119762420654297,1.213546633720398,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6752403378486633,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8661736.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,55.0,59.0,20.0,25.0,62.0,72.0,545.0,2.0,18.59774887561798,2736.0,15.0,2.193588733673096
4.87,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.770095825195312,1.1336911916732788,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.616529107093811,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9004531.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,55.0,59.0,20.0,25.0,62.0,72.0,545.0,2.0,18.59774887561798,2736.0,15.0,2.193588733673096
4.97,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.136505126953125,1.153079390525818,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6706559062004089,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9614238.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,55.0,59.0,20.0,25.0,62.0,72.0,545.0,2.0,18.59774887561798,2736.0,15.0,2.193588733673096
5.04,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.136505126953125,1.153079390525818,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6706559062004089,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9614238.0,1405659146.7369792,0.3044235110282898,102.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,55.0,59.0,20.0,25.0,62.0,72.0,545.0,2.0,18.59774887561798,2736.0,15.0,2.193588733673096
5.07,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.8393669128418,1.1537421941757202,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6714229583740234,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9171014.0,1405659146.7369792,0.3044235110282898,102.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,55.0,59.0,20.0,25.0,62.0,72.0,545.0,2.0,18.59774887561798,2736.0,15.0,2.193588733673096
5.17,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.12596893310547,1.205026149749756,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6662092208862305,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8861796.0,1405659146.7369792,0.3044235110282898,102.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,55.0,59.0,20.0,25.0,62.0,72.0,545.0,2.0,18.59774887561798,2736.0,15.0,2.193588733673096
5.27,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.69789123535156,1.237528681755066,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.736386775970459,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8850510.0,1405659146.7369792,0.3044235110282898,102.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,55.0,59.0,20.0,25.0,62.0,72.0,545.0,2.0,18.59774887561798,2736.0,15.0,2.193588733673096
5.37,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,24.6704216003418,1.2211427688598633,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.5516756772994995,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9517925.0,1405659146.7369792,0.3044235110282898,102.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,56.0,55.0,59.0,20.0,25.0,62.0,72.0,545.0,2.0,18.59774887561798,2736.0,15.0,2.193588733673096
