Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
22.5,25.816885811941965,49.56768035888672,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.626555442810059,7.984267711639404,98.98186492919922,1.0181382894515991,0.290196806192398,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,46.800071716308594,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,246633807872.0,2622745856.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.445108950138092,0.5081520463739123,591974976.0,62709576.0,1096838.125,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2170.0,2361.0,3.0,55.0,57.0,63.0,25.0,31.0,26.0,72.0,456.0,2.0,73.6120879650116,3196.0,2.0,15.0,2.163255453109741
22.58,25.816885811941965,49.57036972045898,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,7.276469707489014,8.062577247619629,98.9124984741211,1.0875048637390137,0.3106246888637543,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,63.097774505615234,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,251947319296.0,2636482048.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4901772141456604,0.5081520463739123,663613248.0,62709576.0,1212520.625,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2170.0,2361.0,3.0,55.0,57.0,63.0,25.0,31.0,26.0,72.0,456.0,2.0,73.6120879650116,3196.0,2.0,15.0,2.163255453109741
22.68,25.816885811941965,49.56090927124024,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.948991775512695,7.981179237365723,98.96967315673828,1.030328631401062,0.30363729596138,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,40.95429992675781,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,241506009088.0,2550396672.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.46466925740242,0.5081520463739123,591458432.0,62709576.0,1094280.875,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2170.0,2361.0,3.0,55.0,57.0,63.0,25.0,31.0,26.0,72.0,456.0,2.0,73.6120879650116,3196.0,2.0,15.0,2.163255453109741
22.78,25.816885811941965,49.53429412841797,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.505312442779541,8.028576850891113,98.98433685302734,1.015660285949707,0.2787984311580658,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,69.62752532958984,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,247273537536.0,2629950464.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4435412585735321,0.5081520463739123,592260800.0,62709576.0,1103405.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2170.0,2361.0,3.0,55.0,57.0,63.0,25.0,31.0,26.0,72.0,456.0,2.0,73.6120879650116,3196.0,2.0,15.0,2.163255453109741
22.88,25.816885811941965,49.567989349365234,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.557647705078125,7.987208843231201,98.98653411865234,1.0134669542312622,0.2940491735935211,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,52.58839416503906,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,247852253184.0,2638719488.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.442327469587326,0.5081520463739123,592042176.0,62709576.0,1100980.25,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2170.0,2361.0,3.0,55.0,57.0,63.0,25.0,31.0,26.0,72.0,456.0,2.0,73.6120879650116,3196.0,2.0,15.0,2.163255453109741
22.98,25.816885811941965,49.55998229980469,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,7.194027423858643,8.046773910522461,98.92323303222656,1.0767693519592283,0.3053252100944519,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,54.56538772583008,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,249557204992.0,2610893568.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4914726316928863,0.5081520463739123,649980224.0,62709576.0,1190310.875,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2170.0,2361.0,3.0,55.0,57.0,63.0,25.0,31.0,26.0,72.0,456.0,2.0,73.6120879650116,3196.0,2.0,15.0,2.163255453109741
23.0,25.816885811941965,49.55998229980469,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,7.194027423858643,8.046773910522461,98.92323303222656,1.0767693519592283,0.3053252100944519,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,54.56538772583008,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,249557204992.0,2610893568.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4914726316928863,0.5081520463739123,649980224.0,62709576.0,1190310.875,148494.91015625,7.819450378417969,102.0,2.0,6330.0,1.0,24.303001403808597,2170.0,2361.0,3.0,55.0,57.0,63.0,25.0,31.0,26.0,72.0,456.0,2.0,73.6120879650116,3196.0,2.0,15.0,2.163255453109741
23.08,25.816885811941965,49.54607772827149,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.850862503051758,7.949992656707764,98.95905303955078,1.040944218635559,0.2967124283313751,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,66.10596466064453,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,247865556992.0,2618425344.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4648637175559997,0.5081520463739123,616414656.0,62709576.0,1139877.5,148494.91015625,7.819450378417969,102.0,2.0,6330.0,1.0,24.303001403808597,2170.0,2361.0,3.0,55.0,57.0,63.0,25.0,31.0,26.0,72.0,456.0,2.0,73.6120879650116,3196.0,2.0,15.0,2.163255453109741
23.18,25.816885811941965,49.540523529052734,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.521596431732178,8.019777297973633,98.992431640625,1.0075676441192627,0.2887116968631744,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,72.03706359863281,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,248721997824.0,2648357632.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4408360719680786,0.5081520463739123,592645632.0,62709576.0,1103415.5,148494.91015625,7.819450378417969,102.0,2.0,6330.0,1.0,24.303001403808597,2170.0,2361.0,3.0,55.0,57.0,63.0,25.0,31.0,26.0,72.0,456.0,2.0,73.6120879650116,3196.0,2.0,15.0,2.163255453109741
23.28,25.816885811941965,49.58632659912109,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.532384395599365,7.970900058746338,99.0151138305664,0.9848853945732116,0.275684505701065,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,71.73799133300781,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,254675828736.0,2724239872.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4285410940647125,0.5081520463739123,592688640.0,62709576.0,1106524.0,148494.91015625,7.819450378417969,102.0,2.0,6330.0,1.0,24.303001403808597,2170.0,2361.0,3.0,55.0,57.0,63.0,25.0,31.0,26.0,72.0,456.0,2.0,73.6120879650116,3196.0,2.0,15.0,2.163255453109741
23.36,25.816885811941965,49.58632659912109,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.532384395599365,7.970900058746338,99.0151138305664,0.9848853945732116,0.275684505701065,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,71.73799133300781,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,254675828736.0,2724239872.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4285410940647125,0.5081520463739123,592688640.0,62709576.0,1106524.0,148494.91015625,8.703502655029297,1434.0,948.0,14002.0,2.0,43.2224006652832,2170.0,2361.0,3.0,57.0,51.0,61.0,24.0,28.0,32.0,72.0,456.0,2.0,79.07108664512634,3196.0,2.0,15.0,2.165175676345825
23.38,25.816885811941965,49.557884216308594,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.741713523864746,8.010149955749512,98.98191833496094,1.018084168434143,0.3023175895214081,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,65.45549774169922,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,255412518912.0,2711403008.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4493066072463989,0.5081520463739123,618511424.0,62709576.0,1151058.25,148494.91015625,8.703502655029297,1434.0,948.0,14002.0,2.0,43.2224006652832,2170.0,2361.0,3.0,57.0,51.0,61.0,24.0,28.0,32.0,72.0,456.0,2.0,79.07108664512634,3196.0,2.0,15.0,2.165175676345825
23.4,25.816885811941965,49.557884216308594,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.741713523864746,8.010149955749512,98.98191833496094,1.018084168434143,0.3023175895214081,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,65.45549774169922,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,255412518912.0,2711403008.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4493066072463989,0.5081520463739123,618511424.0,62709576.0,1151058.25,148494.91015625,0.0026295813731849,441.0,64.0,11735.0,2.0,43.2224006652832,2170.0,2361.0,3.0,57.0,51.0,61.0,24.0,28.0,32.0,72.0,456.0,2.0,79.07108664512634,3196.0,2.0,70.0,2.165175676345825
23.48,25.816885811941965,49.572296142578125,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,7.056637763977051,7.959626197814941,98.94534301757812,1.054657220840454,0.2875936925411224,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,59.597686767578125,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,256411402240.0,2698110976.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4750513732433319,0.5081520463739123,649894400.0,62709576.0,1203876.375,148494.91015625,0.0026295813731849,441.0,64.0,11735.0,2.0,43.2224006652832,2170.0,2361.0,3.0,57.0,51.0,61.0,24.0,28.0,32.0,72.0,456.0,2.0,79.07108664512634,3196.0,2.0,70.0,2.165175676345825
23.5,25.816885811941965,49.572296142578125,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,7.056637763977051,7.959626197814941,98.94534301757812,1.054657220840454,0.2875936925411224,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,59.597686767578125,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,256411402240.0,2698110976.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4750513732433319,0.5081520463739123,649894400.0,62709576.0,1203876.375,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2170.0,2361.0,3.0,57.0,51.0,61.0,24.0,28.0,32.0,72.0,456.0,2.0,79.07108664512634,3196.0,2.0,15.0,2.165175676345825
23.58,25.816885811941965,49.535587310791016,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.619348526000977,7.966468334197998,98.9872589111328,1.0127428770065308,0.292504221200943,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,54.48282623291016,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,249153781760.0,2652721920.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4396427273750305,0.5081520463739123,593941632.0,62709576.0,1129375.5,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2170.0,2361.0,3.0,57.0,51.0,61.0,24.0,28.0,32.0,72.0,456.0,2.0,79.07108664512634,3196.0,2.0,15.0,2.165175676345825
23.68,25.816885811941965,49.58341217041016,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.324454307556152,7.953941822052002,99.04132843017578,0.9586710333824158,0.2842180132865906,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,63.35045623779297,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,267722735616.0,2885852160.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4046449363231659,0.5081520463739123,596015808.0,62709576.0,1150167.125,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2170.0,2361.0,3.0,57.0,51.0,61.0,24.0,28.0,32.0,72.0,456.0,2.0,79.07108664512634,3196.0,2.0,15.0,2.165175676345825
23.78,25.816885811941965,49.56082534790039,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.369774341583252,8.00325870513916,99.00888061523438,0.991118550300598,0.2827334105968475,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,60.6781120300293,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,265561243648.0,2854426368.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4116650223731994,0.5081520463739123,621702208.0,62709576.0,1197898.5,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2170.0,2361.0,3.0,57.0,51.0,61.0,24.0,28.0,32.0,72.0,456.0,2.0,79.07108664512634,3196.0,2.0,15.0,2.165175676345825
23.88,25.816885811941965,49.57513046264648,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.758432388305664,8.043379783630371,99.01703643798828,0.982964277267456,0.2674566209316253,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,79.6357192993164,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,282975666176.0,3026749440.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.4251149892807007,0.5081520463739123,655513664.0,62709576.0,1281029.625,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2170.0,2361.0,3.0,57.0,51.0,61.0,24.0,28.0,32.0,72.0,456.0,2.0,79.07108664512634,3196.0,2.0,15.0,2.165175676345825
23.98,25.816885811941965,49.51136779785156,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.379944324493408,8.021513938903809,99.0717315673828,0.9282697439193726,0.2723774909973144,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,68.33432006835938,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,279376625664.0,3014252800.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.3996124267578125,0.5081520463739123,598351296.0,62709576.0,1191979.75,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2170.0,2361.0,3.0,57.0,51.0,61.0,24.0,28.0,32.0,72.0,456.0,2.0,79.07108664512634,3196.0,2.0,15.0,2.165175676345825
24.0,25.816885811941965,49.51136779785156,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.379944324493408,8.021513938903809,99.0717315673828,0.9282697439193726,0.2723774909973144,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,68.33432006835938,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,279376625664.0,3014252800.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.3996124267578125,0.5081520463739123,598351296.0,62709576.0,1191979.75,148494.91015625,8.707832336425781,102.0,2.0,6330.0,1.0,24.303001403808597,2170.0,2361.0,3.0,57.0,51.0,61.0,24.0,28.0,32.0,72.0,456.0,2.0,79.07108664512634,3196.0,2.0,15.0,2.165175676345825
24.08,25.816885811941965,49.57837677001953,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.139339447021484,7.984744548797607,99.08865356445312,0.9113454222679138,0.2666368782520294,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,68.39288330078125,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,287914688512.0,3137187072.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.372235894203186,0.5081520463739123,600252992.0,62709576.0,1209318.875,148494.91015625,8.707832336425781,102.0,2.0,6330.0,1.0,24.303001403808597,2170.0,2361.0,3.0,57.0,51.0,61.0,24.0,28.0,32.0,72.0,456.0,2.0,79.07108664512634,3196.0,2.0,15.0,2.165175676345825
24.18,25.816885811941965,49.5460090637207,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,5.967977523803711,7.992555618286133,99.10983276367188,0.8901677131652832,0.2678163051605224,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,63.26917266845703,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,295578402816.0,3232765952.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.3608918488025665,0.5081520463739123,599763072.0,62709576.0,1202570.375,148494.91015625,8.707832336425781,102.0,2.0,6330.0,1.0,24.303001403808597,2170.0,2361.0,3.0,57.0,51.0,61.0,24.0,28.0,32.0,72.0,456.0,2.0,79.07108664512634,3196.0,2.0,15.0,2.165175676345825
24.28,25.816885811941965,49.60828399658203,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.590156555175781,7.991601943969727,99.05569458007812,0.9443053007125854,0.282714694738388,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,65.05921173095703,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,301762281472.0,3263618304.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.3925651907920837,0.5081520463739123,657677056.0,62709576.0,1295292.875,148494.91015625,8.707832336425781,102.0,2.0,6330.0,1.0,24.303001403808597,2170.0,2361.0,3.0,57.0,51.0,61.0,24.0,28.0,32.0,72.0,456.0,2.0,79.07108664512634,3196.0,2.0,15.0,2.165175676345825
24.36,25.816885811941965,49.60828399658203,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.590156555175781,7.991601943969727,99.05569458007812,0.9443053007125854,0.282714694738388,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,65.05921173095703,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,301762281472.0,3263618304.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.3925651907920837,0.5081520463739123,657677056.0,62709576.0,1295292.875,148494.91015625,9.645641326904297,1434.0,948.0,14002.0,2.0,39.69416809082031,2170.0,2361.0,3.0,58.0,60.0,59.0,29.0,40.0,32.0,72.0,456.0,2.0,83.52789282798767,3196.0,2.0,15.0,2.1696617603302
24.38,25.816885811941965,49.496726989746094,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.2356719970703125,8.036053657531738,99.09588623046876,0.9041152000427246,0.2828631401062011,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,61.01163864135742,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,300779536384.0,3276575488.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.3719289600849151,0.5081520463739123,623830656.0,62709576.0,1242670.25,148494.91015625,9.645641326904297,1434.0,948.0,14002.0,2.0,39.69416809082031,2170.0,2361.0,3.0,58.0,60.0,59.0,29.0,40.0,32.0,72.0,456.0,2.0,83.52789282798767,3196.0,2.0,15.0,2.1696617603302
24.4,25.816885811941965,49.496726989746094,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.2356719970703125,8.036053657531738,99.09588623046876,0.9041152000427246,0.2828631401062011,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,61.01163864135742,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,300779536384.0,3276575488.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.3719289600849151,0.5081520463739123,623830656.0,62709576.0,1242670.25,148494.91015625,0.0026295813731849,441.0,64.0,11735.0,2.0,39.69416809082031,2170.0,2361.0,3.0,58.0,60.0,59.0,29.0,40.0,32.0,72.0,456.0,2.0,83.52789282798767,3196.0,2.0,70.0,2.1696617603302
24.48,25.816885811941965,49.58055114746094,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,5.953556060791016,8.017562866210938,99.11849212646484,0.8815078139305115,0.2531199753284454,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,69.76582336425781,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,303073067008.0,3327168256.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.3509434461593628,0.5081520463739123,600969600.0,62709576.0,1218754.25,148494.91015625,0.0026295813731849,441.0,64.0,11735.0,2.0,39.69416809082031,2170.0,2361.0,3.0,58.0,60.0,59.0,29.0,40.0,32.0,72.0,456.0,2.0,83.52789282798767,3196.0,2.0,70.0,2.1696617603302
24.5,25.816885811941965,49.58055114746094,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,5.953556060791016,8.017562866210938,99.11849212646484,0.8815078139305115,0.2531199753284454,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,69.76582336425781,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,303073067008.0,3327168256.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.3509434461593628,0.5081520463739123,600969600.0,62709576.0,1218754.25,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2170.0,2361.0,3.0,58.0,60.0,59.0,29.0,40.0,32.0,72.0,456.0,2.0,83.52789282798767,3196.0,2.0,15.0,2.1696617603302
24.58,25.816885811941965,49.54249954223633,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,5.844766616821289,8.106534004211426,99.14445495605467,0.8555424213409424,0.2598460018634796,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,79.0072250366211,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,310847307776.0,3425135616.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.3404064774513244,0.5081520463739123,600348928.0,62709576.0,1214013.375,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2170.0,2361.0,3.0,58.0,60.0,59.0,29.0,40.0,32.0,72.0,456.0,2.0,83.52789282798767,3196.0,2.0,15.0,2.1696617603302
24.69,25.816885811941965,49.5810661315918,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,6.162631511688232,8.010461807250977,99.12327575683594,0.876724362373352,0.269706130027771,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,75.37224578857422,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,313331318784.0,3436251648.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,0.3546559810638428,0.5081520463739123,625916288.0,62709576.0,1252936.75,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2170.0,2361.0,3.0,58.0,60.0,59.0,29.0,40.0,32.0,72.0,456.0,2.0,83.52789282798767,3196.0,2.0,15.0,2.1696617603302
